step	time	T	T-cg	T-at	Ekin	res	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	lj	lj-tab
13750	13.75	2.47981	2.47525	2.48034	24996.5	0.2749	231.233	247.88	384.332	278.313	141.413	210.916	162.141	179.98	198.978	179.009	200.217	163.755	190.678	190.64	167.111	212.628	192.488	167.284	173.595	164.387	167.649	177.226	185.172	148.938	183.263	178.198	206.099	203.078	191.161	227.204	210.203	100.106	81.7059	31.1107	19.0269	25.4215	25.9445	27.0743	212.712	27.4912	101.614	86.2	134.652	124.244	138.085	172.284	87.7967	108.953	93.3855	91.7839	106.861	112.358	84.4901	96.6054	103.021	151.519	182.076	132.363	111.368	75.4478	95.8581	217.72	137.862	160.422	163.008	256.412	162.826	1232.89	32.8162	16.8455	28.8197	17.7543	236.787	515.641	3756.29	1284.68	3106.23	3292.07	1816.75	508.231	281.468	56.0546	70.1053	18.7056	71.5999	15.8145	249.154	137.745	348.322	240.496	99.1988	251.292	89.7259	425.228	850.303	394.771	0	0	-583.49	113.507	638.396	850.594	4386.36	1457.45	819.95	61.8936	596.897	6224.11	-2705.44
14000	14	2.46646	2.47525	2.46544	24861.9	0.2999	266.397	281.394	325.108	293.485	172.529	251.239	156.728	180.806	168.28	196.244	199.55	177.549	193.559	166.339	210.629	167.409	181.666	201.745	241.309	202.26	144.938	169.564	163.614	224.056	184.453	186.288	234.555	232.811	234.947	269.367	227.285	119.386	67.4727	23.9789	18.1381	20.6692	29.507	24.632	204.438	29.7982	96.6006	105.642	146.246	129.74	164.708	159.999	97.8223	117.273	105.485	117.392	93.6144	101.268	100.456	111.882	104.154	118.448	174.366	111.826	130.924	88.7023	96.5438	212.178	144.615	144.802	179.122	228.347	145.549	1180.59	28.362	16.3342	33.6699	30.9189	219.861	487.23	3974.42	1407.27	3378.65	3428.18	1859.91	451.049	279.36	38.5945	56.7725	30.6391	73.3233	28.7711	223.54	122.234	338.119	255.819	144.35	272.077	121.707	454.682	789.025	530.877	0	0	-573.203	102.783	639.102	914.664	4392.82	1434.89	821.865	71.6332	539.954	5780.18	-2645.22
14250	14.25	2.4789	2.47525	2.47932	24987.3	0.3249	254.417	280.25	343.274	275.055	155.726	228.863	160.36	188.009	156.76	168.287	173.555	214.398	195.84	200.738	169.023	203.481	189.196	192.642	216.134	192.654	175.83	163.21	184.309	220.802	192.061	189.073	203.196	205.756	281.673	195.052	259.104	102.975	55.0982	21.1938	22.7538	33.1758	29.362	22.3778	226.427	20.4301	98.7664	95.638	134.839	119.561	228.459	186.55	82.0322	124.371	111.15	82.4847	91.0637	103.494	90.6577	109.098	103.774	151.919	149.029	104.495	104.441	106.828	114.993	259.662	135.132	144.505	168.904	262.613	165.229	1157.38	21.8174	28.4745	13.0985	31.6567	224.455	483.576	4124.49	1351.45	3407.7	3700.97	1868.75	390.358	297.385	33.1046	43.0242	40.9877	90.8729	16.0884	224.117	121.046	351.908	226.418	145.15	254.775	145.888	454.464	744.251	494.555	0	0	-570.579	61.8205	631.718	912.813	4400.89	1432.33	876.268	64.0097	572.071	5900.6	-2595.7
14500	14.5	2.48128	2.47525	2.48198	25011.3	0.3499	265.123	235.802	345.365	293.617	171.199	171.419	157.684	160.407	169.76	155.776	172.875	194.853	186.731	183.473	160.798	179.255	172.031	243.714	175.276	153.176	190.243	203.076	187.549	199.949	190.772	179.29	210.343	249.995	231.91	265.606	262.948	80.6967	69.3977	23.2604	23.3166	20.2195	21.8204	27.213	201.99	29.7246	104.05	96.3054	142.549	136.686	143.996	168.989	77.5422	111.232	99.4514	97.8801	84.7172	120.216	101.221	133.499	80.0986	148.062	185.972	115.971	131.838	94.169	132.936	207.91	145.145	149.039	160.171	207.289	169.525	1224.54	22.1592	21.76	16.1623	25.7725	229.7	563.666	4381.93	1518.09	3608.06	3816.8	1902.54	457.742	282.683	57.5453	58.7028	33.6031	98.7973	17.1659	317.51	129.358	424.843	265.721	132.383	268.668	101.962	457.94	782.839	477.307	0	0	-564.16	62.0167	641.484	952.937	4389.7	1417.87	866.101	52.0723	592.11	5484.34	-2576.36
14750	14.75	2.50576	2.47525	2.5093	25258	0.3749	258.275	271.82	311.593	315.6	147.739	213.502	153.468	168.05	189.801	153.644	152.046	205.587	234.749	141.822	178.105	182.436	176.505	210.472	210.31	185.553	173.095	178.285	208.491	189.079	221.909	185.092	244.472	249.711	250.852	223.587	222.492	74.1225	107.172	23.5209	18.2188	24.2667	10.97	14.7721	196.526	43.6645	103.786	110.717	139.2	139.773	181.625	133.155	86.0575	75.4841	104.206	78.2744	86.1789	115.189	115.428	86.5484	120.678	155.6	146.376	105.193	90.593	122.489	93.8087	227.056	152.632	147.634	173.844	242.455	166.835	1110.93	22.1452	15.3901	17.3372	32.6358	204.981	489.846	4653.98	1523.4	3647.42	4038.71	2116.56	456.928	238.835	48.18	44.2858	20.572	84.2423	20.4852	275.987	140.288	467.094	268.688	127.75	243.351	152.303	434.452	823.054	461.426	0	0	-560.692	50.5801	657.106	890.4	4411.44	1432.03	867.722	61.9887	555.715	5266	-2483.66
15000	15	2.49208	2.47525	2.49404	25120.2	0.3999	314.349	272.397	355.957	251.454	145.885	188.339	216.638	195.323	165.602	238.164	207.06	206.146	230.113	189.161	166.789	193.767	189.239	188.295	201.657	184.238	176.497	184.19	196.155	192.531	220.368	161.004	211.491	226.181	237.787	220.86	261.942	77.7774	67.1533	37.4174	32.6981	21.935	15.6815	36.3123	201.085	20.5505	74.819	123.016	146.175	118.127	166.764	154.249	81.2071	120.939	137.379	83.6552	134.422	119.661	116.477	103.224	113.526	143.347	116.246	116.709	103.971	96.3293	93.4589	202.537	165.161	142.165	170.368	236.734	126.163	1239.13	23.9639	29.2072	32.4912	18.4062	221.129	431.363	5079.45	1419.46	4197.67	4027.58	2049.53	435.146	293.75	54.2537	62.4106	21.0814	81.1779	22.0994	213.534	114.897	351.629	283.687	125.254	216.35	164.052	442.754	822.623	395.84	0	0	-559.256	61.8559	652.952	840.961	4406.83	1423.02	928.453	69.1226	572.214	4985.78	-2424.37
15250	15.25	2.51015	2.47525	2.51421	25302.4	0.4249	271.084	307.773	343.761	259.972	167.323	208.327	181.854	211.998	154.183	140.133	193.897	192.877	197.609	187.145	162.561	173.182	157.604	159.745	187.004	169.247	160.828	200.587	214.039	222.396	193.155	168.101	242.256	198.55	237.174	213.186	244.397	78.5667	88.6997	32.8197	14.8182	37.0578	29.4187	25.802	208.658	33.7946	86.7109	118.664	146.272	135.004	178.399	163.227	76.6044	97.8898	115.619	92.159	116.26	84.1365	122.306	99.1091	128.247	162.851	168.646	122.621	125.476	106.782	102.041	247.519	162.258	159.583	187.83	204.13	166.95	1192.18	15.6939	19.8832	30.3848	13.3967	242.858	544.118	5119.67	1347.39	4480.85	4168.06	2113.55	439.585	356.921	46.9957	37.5902	34.2554	77.5841	12.2788	260.652	98.2995	397.721	259.641	158.059	249.453	128	438.989	701.769	438.258	0	0	-554.583	83.9221	638.022	878.563	4418.71	1446.04	903.97	68.6889	596.82	4536.03	-2332.98
15500	15.5	2.46079	2.47525	2.45911	24804.8	0.4499	261.324	332.577	318.555	294.478	144.045	204.859	181.221	186.882	198.763	158.088	229.148	186.607	192.566	154.599	203.479	190.585	193.272	169.111	174.206	185.693	194.431	201.996	197.518	222.421	169.718	182.442	253.68	285.32	253.125	251.167	210.822	86.2343	94.608	28.6633	34.4797	22.8444	24.3896	11.6089	224.621	31.6322	98.7973	70.677	142.801	112.033	199.321	123.177	98.1978	111.418	83.6729	89.8738	101.731	104.533	77.6154	107.263	100.883	145.769	186.722	124.998	94.9396	125.819	110.531	181.314	144.745	156.106	163.613	202.569	126.203	1059.19	14.2788	13.3047	23.6622	29.2866	203.678	482.127	5273.28	1686.21	4207.98	4268.4	2189.53	460.943	306.796	51.971	71.3263	29.7586	83.2795	18.8201	249.039	118.497	412.43	249.501	103.211	271.385	110.317	518.475	729.101	458.221	0	0	-558.791	74.2284	651.402	843.317	4405.57	1434.56	897.471	63.2122	602.492	4220.31	-2285.27
15750	15.75	2.49947	2.47525	2.50228	25194.6	0.4749	289.945	306.389	342.407	292.403	179.018	208.133	204.048	214.395	212.971	149.876	206.262	178.917	210.08	175.619	183.513	206.636	180.482	207.714	204.399	158.738	174.898	156.711	187.555	181.752	208.052	173.897	240.929	264.132	167.572	279.884	238.018	81.4296	71.9856	11.4634	19.534	17.0131	28.3325	30.243	238.996	20.0095	70.4935	101.236	129.605	133.387	169.284	163.528	88.5674	63.1797	116.361	78.567	80.063	102.76	90.682	125.063	98.5046	163.51	147.712	104.637	111.299	103.32	122.062	228.962	128.701	156.935	152.033	261.408	137.241	1182.22	22.3837	32.2735	24.165	9.52504	261.912	485.456	5489.1	1674.55	4673.64	4455.48	2336.67	497.2	298.163	52.6086	57.4097	13.7748	83.2572	32.1863	277.568	121.416	413.656	296.472	157.14	266.057	135.5	522.547	748.127	453.463	0	0	-559.934	50.6004	639.22	908.597	4410.68	1451.01	848.934	63.4074	601.351	3459.63	-2220.75
16000	16	2.47545	2.47525	2.47548	24952.6	0.4999	240.664	270.358	342.86	301.2	156.837	188.555	179.127	198.495	191.567	170.293	197.586	168.755	188.915	178.262	157.076	180.902	207.682	216.002	184.591	186.62	141.547	185.349	210.993	192.865	232.256	160.577	232.379	214.268	238.943	255.602	234.42	93.7013	70.5107	34.0607	16.0423	17.1327	25.6526	11.0236	223.541	31.1531	80.461	93.1189	143.776	154.565	184.293	129.783	70.6166	103.887	92.8074	91.9622	88.2986	106.827	100.378	86.6773	97.9506	139.982	193.062	110.079	97.8818	109.436	123.335	225.286	177.297	138.315	174.952	182.694	164.207	1260.35	18.0796	14.3696	29.7968	26.841	229.605	620.896	6058.46	1680.95	4803.47	4415.72	2259.29	429.345	283.283	56.2093	66.7372	14.9902	78.2562	21.4154	238.017	120.127	391.961	266.195	129.725	252.344	145.055	478.225	750.391	410.422	0	0	-558.324	69.5944	654.846	943.735	4432.17	1458.89	876.825	75.8784	587.562	2766.95	-2102.53
16250	16.25	2.44033	2.47525	2.43626	24598.5	0.5249	255.718	320.576	359.949	320.234	163.157	204.714	196.363	194.521	193.289	161.16	169.774	166.143	220.23	229.422	181.897	204.331	185.244	195.283	152.432	192.919	197.767	209.132	194.23	206.388	204.856	201.29	217.631	210.366	214.859	197.954	241.22	73.9244	74.3601	21.7148	17.5724	22.9747	30.3709	9.25338	178.305	13.0212	117.896	128.812	137.456	172.748	178.269	189.901	98.6595	102.67	113.754	88.5305	100.016	97.8144	70.2517	101.554	116.196	121.402	134.937	123.489	96.4435	99.6366	93.1827	218.542	126.937	149.852	189.452	238.134	165.933	1214.29	14.9042	13.0693	36.7207	37.5595	223.408	540.557	6115.65	1769.3	5019.74	4577.93	2241.79	456.564	238.155	60.3532	46.7633	42.5122	72.5131	19.5629	227.84	139.881	371.424	237.237	139.18	220.924	141.179	388.705	832.04	489.083	0	0	-573.728	76.1052	646.432	987.828	4419.62	1440.46	866.449	65.0602	586.832	2120.84	-2086.12
16500	16.5	2.49203	2.47525	2.49398	25119.7	0.5499	271.461	252.628	337.302	260.769	139.824	216.242	170.226	186.913	193.283	156.879	209.057	204.843	198.863	206.329	173.274	189.575	199.419	196.005	223.466	211.358	193.137	170.409	157.964	198.092	207.035	207.123	204.962	256.906	222.744	282.188	235.111	88.4151	87.299	12.5825	15.5258	28.758	20.7596	26.6266	243.796	13.4862	72.052	79.756	136.983	148.019	207.682	163.485	89.8797	107.211	92.3449	71.4902	98.4671	103.355	88.2519	93.8574	95.4911	146.172	176.75	94.5192	80.724	115.958	120.759	218.02	150.137	147.897	163.994	260.029	146.963	1185.39	21.2055	23.4307	12.5395	25.121	218.134	510.232	6172.64	1785.5	5408.16	4848.09	2205.19	456.809	254.693	52.4319	52.1115	7.96761	48.9527	25.345	246.979	133.667	368.108	313.299	96.9805	239.262	144.845	423.314	764.348	416.574	0	0	-572.818	57.4188	650.717	917.489	4415.37	1456.35	863.207	57.3731	590.022	1624.66	-2008.89
16750	16.75	2.45204	2.47525	2.44934	24716.5	0.5749	298.984	290.801	309.156	290.576	202.468	227.241	175.988	202.959	174.083	166.628	198.477	191.427	175.72	201.194	220.659	187.214	206.445	210.47	175.809	187.532	210.658	193.442	171.743	231.265	218.895	196.223	242.343	240.783	266.137	241.636	220.9	103.951	69.7727	20.6739	20.6939	26.1587	23.0855	19.7146	241.88	30.407	84.4531	91.404	138.53	106.886	212.605	184.246	94.4201	96.1073	108.993	82.2077	99.0225	94.6403	104.859	94.1231	90.5261	114.736	153.499	126.294	101.874	95.8901	160.563	172.299	173.377	148.912	159.595	226.657	153.997	1185.9	37.3672	26.1205	38.835	40.8721	196.059	506.181	6414.86	1810.79	5514.16	4808.65	2354.04	432.232	224.176	64.3946	76.3173	36.3578	84.2821	19.2538	258.539	130.613	388.318	281.588	109.867	246.192	142.93	364.055	736.551	470.332	0	0	-570.088	109.7	640.225	859.785	4417.23	1448.27	888.959	62.2607	598.851	990.718	-1945.92
17000	17	2.4857	2.47525	2.48691	25055.8	0.5999	266.629	265.992	339.418	263.71	155.833	205.999	220.845	156.178	179.143	160.88	184.268	162.559	213.931	187.013	211.922	202.285	177.499	221.25	187.514	168.721	174.749	170.629	179.259	196.077	227.689	189.917	240.356	223.98	199.153	187.126	242.568	77.8266	101.277	17.0588	22.7903	33.6463	24.8492	20.8606	225.529	25.9342	80.2201	80.8468	140.252	153.563	144.83	152.395	99.8033	92.6555	104.87	74.3857	105.498	130.51	84.0135	104.102	99.28	143.057	162.873	95.6163	117.136	134.674	97.8154	224.643	154.234	149.868	174.698	214.318	166.259	1146.14	24.8562	36.7827	24.2259	29.545	212.835	612.118	6522.77	1760.31	5865.32	5036.02	2410.03	494.364	253.797	50.7892	50.5265	24.0858	67.3887	14.6763	251.666	123.123	400.56	237.173	118.433	248.498	122.082	468.047	765.895	459.815	0	0	-567.366	68.6848	647.82	940.212	4421.8	1449.56	899.019	66.3125	577.804	42.9594	-1835.08
17250	17.25	2.46717	2.47525	2.46622	24869	0.6249	286.757	281.752	350.187	299.316	207.548	195.925	156.941	195.82	212.697	153.608	191.759	202.858	183.993	165.21	191.661	158.504	154.086	181.67	165.458	172.406	161.012	163.142	177.767	198.54	225.985	170.1	248.102	243.888	262.536	188.466	241.686	72.3759	86.1353	12.3223	27.9057	26.8863	18.7503	39.9448	188.815	31.5592	87.9364	117.213	140.245	153.358	182.023	169.235	83.7578	97.4396	145.293	94.7162	113.347	101.17	87.625	101.786	127.484	145.15	139.378	102.083	123.678	129.8	108.481	249.483	150.041	142.999	168.677	266.824	175.705	1159.06	23.5466	19.4029	19.7304	24.8418	190.916	521.381	6898.85	1899.9	6008.08	5044.36	2396.31	437.529	296.401	37.5356	65.3568	36.114	74.3723	14.3591	244.223	117.838	366.008	255.895	121.55	219.037	158.056	465.286	767.256	401.833	0	0	-573.185	64.5641	649.649	863.75	4423.52	1427.45	868.055	77.7611	584.26	-930.907	-1729.38
