step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
2750	2.75	2.50294	2.47525	2.50616	25229.6	0.002749	1365.21	70.467	248.346	255.955	223.069	256.118	150.256	220.417	185.37	133.996	170.729	159.084	169.265	182.445	170.869	179.282	180.382	155.49	159.612	183.531	194.294	201.54	141.949	215.035	174.594	161.206	161.05	165.95	212.467	175.996	184.207	221.752	235.431	122.579	60.1706	7.80604	18.0491	23.527	20.0433	26.9859	250.96	18.5443	71.0911	89.9141	111.635	138.328	101.535	142.781	93.6096	121.706	110.699	129.182	92.9908	90.5025	107.622	107.478	120.054	111.685	106.269	108.954	104.828	90.0335	116.09	0.42295	0.150963	0.0896539	0.0882695	0.42828	0.161121	1.61929	0.0106168	0.0216281	0.0144598	0.0278907	656.585	453.391	61.1042	195.155	523.017	962.412	419.497	440.671	847.391	930.686	458.075	301.724	31.9399	7.98723	41.9449	84.0523	17.2434	293.667	128.376	328.248	221.565	105.045	232.495	117.859	138.404	2.38823	468.136	0	0	-669.337	53.4384	680.969	0.0336632	4355.91	1284.98	761.2	0.00099013	0.00799601	-3847.69
3000	3	2.45874	2.47525	2.45682	24784.1	0.002999	1387.73	69.6262	190.831	215.589	263.543	246.61	142.864	203.165	187.066	164.464	169.015	170.104	198.293	207.185	181.998	178.073	153.4	171.105	148.73	233.736	188.471	177.496	170.143	175.113	186.073	177.742	214.793	170.315	219.365	224.61	189.234	203.014	236.106	82.4029	74.2414	30.9474	23.0219	31.1602	24.4088	27.0487	224.253	22.7885	91.5266	77.5391	108.507	125.122	111.91	148.062	136.79	112.749	115.72	110.148	96.3828	84.3117	67.4326	101.917	93.0898	145.982	137.993	97.4222	115.215	120.527	128.227	0.504889	0.174594	0.112574	0.100263	0.465744	0.187909	1.95008	0.0159733	0.0268184	0.0175148	0.0232979	579.775	462.926	67.4683	210.307	496.105	965.457	432.09	424.343	857.888	1042.46	452.741	283.28	81.197	9.31059	30.0372	69.4328	27.9974	266.095	134.123	358.916	197.035	141.349	267.141	125.599	159.775	2.80694	457.929	0	0	-655.263	73.7453	667.342	0.0414537	4342.81	1239.54	754.4	0.00127571	0.00959757	-3829.57
3250	3.25	2.46897	2.47525	2.46824	24887.2	0.003249	1387.2	82.7685	236.771	240.957	203.481	257.246	193.741	197.674	165.255	187.693	205.54	188.239	152.249	186.475	193.974	224.096	212.09	210.456	166.641	163.028	177.128	171.471	158.175	168.153	160.352	176.786	238.41	121.454	221.412	215.157	201.706	232.005	237.218	85.6862	78.3479	24.8809	17.7497	37.7902	18.1722	30.0155	194.941	36.6853	100.607	100.305	134.975	142.743	117.848	162.084	93.6871	125.016	105.931	117.318	94.5967	90.2311	92.3976	119.265	79.958	137.691	148.045	115.431	114.551	99.9764	116.284	0.567232	0.20744	0.131653	0.122265	0.497366	0.229999	2.23358	0.0168646	0.0309648	0.0184742	0.024364	590.12	466.609	64.7606	224.436	478.993	907.687	437.694	439.152	867.275	937.139	434.504	284.531	52.7919	11.1739	18.2949	80.1933	20.4284	216.875	128.59	356.265	239.887	105.925	221.794	141.729	186.056	3.32723	426.502	0	0	-643.749	78.6974	683.224	0.0466561	4348.25	1321.44	749.491	0.00175349	0.0111401	-3798.32
3500	3.5	2.46895	2.47525	2.46822	24887	0.003499	1392.69	73.7787	250.977	237.846	256.478	202.424	172.95	184.418	189.386	177.348	173.953	171.488	220.899	184.852	179.287	173.067	188.73	183.343	164.977	216.257	215.022	178.624	147.212	168.199	184.621	185.623	190.809	159.05	258.743	217.668	194.629	257.499	251.846	78.5187	63.5835	17.4694	18.3571	12.41	18.0223	20.8093	225.066	16.5731	86.8059	94.3239	110.036	92.1583	131.462	142.503	113.524	99.1638	83.882	149.625	97.4248	90.5933	86.5949	106.737	89.7853	149.268	122.334	84.554	106.905	97.1116	96.7484	0.618285	0.235935	0.150581	0.145088	0.523605	0.271378	2.64389	0.0195998	0.0434013	0.0154743	0.0467648	589.897	479.479	66.0065	238.386	482.921	1057.39	444.751	398.687	946.096	871.28	441.24	251.382	49.354	13.1188	24.9426	63.198	25.3679	254.605	139.734	379.487	264.471	124.002	250.184	150.118	212.028	3.89531	469.542	0	0	-661.019	60.7519	666.264	0.0557225	4340.9	1251.07	690.374	0.00189485	0.0132843	-3758.25
3750	3.75	2.47128	2.47525	2.47081	24910.5	0.003749	1398.89	74.886	244.055	221.285	227.199	241.867	153.412	210.722	186.642	172.733	169.325	183.001	196.31	199.722	185.636	167.664	216.892	185.184	159.77	189.111	197.212	215.19	169.182	154.822	174.954	174.206	209.651	168.81	248.982	238.283	234.682	189.333	211.131	103.598	75.2886	22.4349	23.4039	18.2178	23.6384	31.9641	204.644	34.4301	89.2126	116.103	108.193	103.053	129.89	145.726	91.7769	104.99	104.47	143.308	113.412	96.9768	92.0822	103.731	108.005	117.281	92.3117	95.9423	127.043	74.764	120.489	0.718882	0.271117	0.176005	0.162685	0.601074	0.297652	3.05472	0.02339	0.0437234	0.0174429	0.049874	533.974	504.923	65.776	199.202	465.279	931.454	428.496	435.668	858.303	974.394	426.308	331.202	31.6344	15.4665	29.0662	58.2896	14.2389	282.553	114.831	352.73	249.235	142.801	234.747	114.832	242.112	4.51373	439.479	0	0	-668.457	83.4504	671.185	0.0638328	4321.69	1304.75	708.074	0.00207983	0.0152687	-3786.93
4000	4	2.45389	2.47525	2.45141	24735.2	0.003999	1379.28	81.8254	246.967	241.03	203.831	217.875	158.009	208.854	187.283	168.737	178.036	150.016	207.495	151.218	168.495	185.816	141.617	175.24	201.771	210.298	180.196	169.777	185.703	151.409	169.972	183.739	168.855	175.08	194.784	277.866	225.995	235.388	178.738	96.5383	128.56	38.6795	25.9753	43.4164	18.2217	13.6289	241.038	22.3051	93.1311	65.9883	139.774	150.627	107.631	134.376	100.548	94.7695	104.467	105.328	119.633	118.04	82.888	122.582	130.133	161.16	137.201	89.8557	90.3131	111.655	107.245	0.82544	0.316224	0.198992	0.180896	0.722716	0.362584	3.43504	0.0243401	0.0583563	0.0335737	0.0525244	601.217	420.94	74.1645	218.015	501.087	1084.14	420.19	452.681	836.925	861.699	452.265	280.998	42.4372	20.1459	16.1767	69.9096	21.3581	295.835	120.205	385.507	238.45	144.907	300.389	142.894	278.301	5.14788	462.023	0	0	-688.856	68.1174	656.378	0.0748305	4327.26	1290.39	672.966	0.00251036	0.0176134	-3767.12
4250	4.25	2.47614	2.47525	2.47624	24959.5	0.004249	1365.55	79.4085	208.017	219.028	260.635	258.562	165.083	176.341	143.341	158.755	173.873	150.746	174.325	184.413	174.297	180.197	146.302	168.807	189.303	187.114	153.749	203.685	167.07	160.814	183.791	188.577	224.314	156.899	235.006	205.318	212.615	228.865	218.367	93.6986	90.831	36.057	20.0114	35.8955	24.6439	28.2937	240.861	19.0807	65.4476	93.0284	102.544	110.584	126.055	166.305	79.9076	84.3699	115.907	102.968	112.573	111.87	93.1257	116.264	91.3261	130.858	119.102	111.746	97.3038	128.699	106.52	0.996727	0.366111	0.222536	0.19835	0.824367	0.397676	4.01935	0.0254539	0.0583809	0.035055	0.0591696	643.159	462.599	68.4894	238.399	482.749	944.025	460.823	371.162	937.9	886.89	442.171	290.94	57.4191	23.4458	14.3335	74.4687	23.547	253.28	164.752	398.374	290.605	156.182	287.621	122.761	313.988	5.80732	423.672	0	0	-686.318	83.4366	665.623	0.081019	4318.53	1295.56	686.27	0.00301557	0.0207198	-3800.94
4500	4.5	2.4907	2.47525	2.49249	25106.2	0.004499	1348.66	74.7545	257.542	196.031	260.382	227.653	155.237	228.529	141.821	182.831	139.368	184.451	175.92	175.414	184.533	188.801	204.149	181.32	167.915	172.54	170.098	139.975	158.025	176.808	174.538	199.288	221.482	162.277	215.885	211.832	242.505	250.734	205.805	96.7444	85.9639	30.6265	22.1714	34.6607	26.1918	34.3998	234.065	36.5193	105.369	65.1155	95.3436	117.273	139.408	102.011	97.6608	124.552	85.2357	112.176	90.2499	118.193	103.225	103.288	115.397	148.661	126.413	131.493	110.797	125.745	85.1844	1.06518	0.412497	0.261428	0.211122	0.94682	0.424495	4.60215	0.0333039	0.0682057	0.0347814	0.0561673	632.294	516.016	70.1673	198.9	538.685	1024.25	493.231	432.193	807.58	893.376	469.356	288.681	46.2165	26.7455	25.7484	95.5304	34.9824	259.18	96.1953	329.417	242.663	123.199	223.495	98.6169	353.049	6.53488	467.057	0	0	-668.206	66.8824	673.169	0.0911195	4318.22	1289.64	694.51	0.00357209	0.0217896	-3832.37
4750	4.75	2.47616	2.47525	2.47627	24959.7	0.004749	1345.02	76.4771	278.048	246.211	208.224	209.116	179.133	202.99	173.527	156.72	174.691	156.572	163.841	141.383	158.079	192.071	199.222	195.938	162.114	196.604	159.373	184.969	183.738	167.633	170.134	171.998	201.599	176.284	262.361	234.278	236.613	228.203	216.726	94.7868	85.8893	37.4141	21.8289	25.2602	22.665	31.8966	220.628	16.9758	105.599	84.237	89.029	140.126	148.087	112.42	80.806	103.177	100.04	113.114	100.742	94.0412	93.1888	101.39	97.3635	118.93	144.124	88.4386	98.8588	129.4	96.5243	1.14345	0.471686	0.288063	0.232679	1.06833	0.482865	5.01031	0.0254588	0.0851926	0.0443189	0.0962893	695.223	459.053	76.8497	211.743	517.841	953.71	371.337	447.073	832.28	915.49	460.719	221.101	42.2533	28.9707	32.7342	86.0859	27.1072	276.151	130.843	402.769	262.257	128.305	246.351	108.509	389.341	7.29999	392.776	0	0	-663.99	97.2898	680.465	0.101383	4337.39	1300.17	734.816	0.00418473	0.0244081	-3906.55
5000	5	2.44129	2.47525	2.43734	24608.2	0.004999	1333.09	69.3982	225.464	194.87	255.974	206.347	173.714	254.007	160.108	151.794	189.419	147.31	180.4	201.37	202.004	188.41	187.632	189.621	176.61	205.539	226.315	212.056	156.007	144.562	160.495	147.771	204.085	189.041	220.103	209.461	228.264	271.405	256.096	80.3994	69.3145	34.5833	19.5269	18.8048	20.2536	16.7837	210.549	26.5679	123.944	72.6763	131.103	106.003	119.892	147.347	76.7028	115.152	109.146	140.369	121.409	107.47	104.475	99.2007	99.1987	104.076	150.092	89.3086	109.89	142.708	76.2089	1.29885	0.527996	0.315752	0.254163	1.1114	0.541632	5.32486	0.0367278	0.0674605	0.0324208	0.084127	631.566	460.726	60.6805	182.014	530.75	1026.36	466.34	430.868	896.972	937.666	419.978	315.165	47.2604	30.1473	28.4748	83.6721	17.7189	266.057	125.271	365.728	227.773	136.515	246.376	154.093	426.345	7.89876	418.366	0	0	-671.254	65.9058	668.731	0.112251	4347.67	1280.25	708.742	0.00450957	0.0263962	-3886.19
5250	5.25	2.46878	2.47525	2.46803	24885.3	0.005249	1314.01	67.0669	222.38	195.115	239.736	199.892	189.431	188.108	169.087	153.969	165.514	153.137	183.203	187.581	161.426	159.222	180.46	161.388	172.951	180.225	208.418	152.342	126.368	165.091	167.157	166.835	196.393	150.149	215.472	263.809	245.991	226.005	221	121.044	76.3343	10.2314	31.6161	29.8145	20.8934	15.2569	239.307	17.2483	106.049	67.0625	101.159	156.006	131.343	121.884	79.2755	87.6958	95.077	103.592	103.368	88.7617	105.168	93.6181	101.066	120.399	151.409	104.211	117.769	109.927	68.9378	1.55802	0.576684	0.347081	0.315738	1.31886	0.590186	5.96787	0.0451938	0.096691	0.0416367	0.0823526	637.45	443.716	69.6957	203.108	465.207	958.365	447.535	427.27	762.889	944.829	470.872	277.117	53.7504	34.5007	19.7581	97.7249	26.8198	271.923	129.354	368.6	237.636	90.4305	269.776	143.367	474.072	8.71641	461.137	0	0	-683.338	94.9164	686.113	0.126801	4345.23	1270.51	698.941	0.00442575	0.0283239	-3835
5500	5.5	2.47104	2.47525	2.47055	24908.1	0.005499	1334.61	61.5332	267.609	196.174	258.286	283.461	165.15	178.171	179.155	187.953	190.028	134.395	189.547	188.447	153.046	166.63	178.801	183.978	150.769	182.542	180.343	176.621	184.306	154.134	197.003	218.409	201.985	168.99	176.241	225.51	249.224	207.245	258.968	73.7916	69.4636	20.0691	23.2184	18.9364	18.3433	22.5002	190.332	23.7529	120.484	92.5378	105.976	127.411	138.299	145.245	105.087	102.097	103.615	109.168	106.048	94.0218	92.1249	88.5319	124.533	139.183	113.652	128.934	128.243	134.382	115.834	1.58296	0.616942	0.360285	0.352769	1.52662	0.651692	6.67513	0.0635704	0.122796	0.0470619	0.094626	627.326	394.253	64.0922	202.541	502.17	938.623	440.827	430.311	847.862	842.07	478.29	275.364	60.153	41.9098	35.7536	51.7257	21.877	276.106	111.599	396.338	302.553	125.666	253.744	136.985	516.98	9.70833	440.249	0	0	-657.302	92.3658	669.725	0.137008	4336.52	1251.74	690.789	0.00520169	0.0313186	-3833.47
5750	5.75	2.52527	2.47525	2.53108	25454.7	0.005749	1343.91	56.7293	243.568	219.517	224.531	240.258	170.442	178.757	224.531	157.999	197.795	165.04	206.069	204.907	185.572	205.978	155.685	150.713	172.471	233.004	198.147	167.831	180.669	166.441	162.623	169.95	188.51	171.946	227.7	233.531	196.433	233.234	267.15	79.1168	63.1914	20.3463	27.4034	22.9883	21.5606	15.7251	222.333	35.8849	77.0761	128.817	130.396	103.854	139.619	129.793	104.414	87.933	93.739	128.078	114.025	94.4239	98.7928	100.788	116.968	109.402	123.013	93.216	108.614	124.977	107.785	1.56908	0.660634	0.426426	0.415836	1.64336	0.689591	7.26217	0.0458766	0.0744243	0.0435656	0.0902771	590.304	413.023	49.1184	221.168	549.876	890.523	420.495	399.401	807.842	893.446	448.119	287.263	53.9705	44.0504	17.0599	69.4447	20.4372	277.885	108.582	347.646	274.829	136.294	230.814	113.698	563.566	10.5161	434.004	0	0	-658.009	37.304	668.226	0.147077	4338.06	1245.12	736.044	0.0055874	0.036248	-3864.28
