step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
201750	201.75	2.48279	2.47525	2.48367	25026.5	0.201749	786.325	38.5279	198.11	202.586	173.345	184.979	128.057	250.426	211.537	165.481	168.309	161.176	170.828	217.845	156.464	156.068	177.342	156.451	198.048	199.924	176.716	174.293	124.892	145.504	161.067	153.744	197.917	193.194	226.458	208.902	222.272	238.442	242.468	81.5488	72.5768	46.0936	32.8646	30.7291	28.6774	35.946	267.619	27.9209	69.3585	64.6895	112.459	103.954	98.0474	157.43	98.4576	103.669	81.6813	115.808	125.795	104.428	83.8072	91.0598	97.3765	114.148	129.809	97.7088	88.5923	121.186	128.843	172.011	93.5437	157.192	133.468	178.206	94.5719	947.976	18.5755	10.7764	11.7969	14.2821	680.916	567.642	63.1188	201.235	514.239	961.659	402.057	472.416	826.589	965.522	415.553	277.059	40.9684	84.5081	15.0948	64.2708	24.5684	256.383	127.148	349.173	293.517	110.302	254.631	136.388	430.228	1079.22	486.749	0	0	-618.326	64.6327	658.578	172.948	4304.21	1313.41	799.951	3.89255	29.4154	-4244.06
202000	202	2.45046	2.47525	2.44758	24700.7	0.201999	788.66	38.4141	241.127	208.283	262.561	207.438	142.339	213.556	195.842	162.827	160.756	201.298	169.601	210.416	158.367	191.573	179.59	190.161	193.436	237.615	201.982	189.538	149.903	135.057	165.148	202.746	237.73	172.662	256.375	210.435	232.654	251.925	201.398	95.2552	93.8668	31.544	29.1977	16.6183	27.353	14.1095	190.096	12.0681	109.817	119.073	104.471	125.75	134.583	148.309	75.5032	88.5299	110.736	146.04	133.713	103.423	84.736	103.535	98.1786	129.165	129.734	92.7696	112.266	95.7317	126.297	163.811	93.743	165.668	140.664	176.385	80.2076	908.056	7.85989	21.4052	14.7204	13.0785	694.253	590.632	64.4445	237.855	572.952	963.331	432.414	436.957	859.996	1034.64	444.701	324.434	43.936	80.4155	23.7397	74.0949	12.32	243.212	130.955	339.576	256.602	138.345	228.27	120.574	493.854	1059.65	507.312	0	0	-616.472	56.0072	663.629	179.104	4320.24	1303.99	787.686	4.05761	32.8088	-4279.07
202250	202.25	2.50204	2.47525	2.50515	25220.5	0.202249	802.02	48.178	236.565	206.846	219.398	212.004	155.303	191.292	150.473	159.291	158.95	142.224	165.976	160.168	165.131	177.132	186.568	174.688	203.487	146.676	186.334	186.593	131.19	150.894	173.918	172.337	194.595	162.606	224.337	221.196	207.577	249.973	227.402	101.381	93.6647	17.2802	12.8765	12.6802	24.2721	31.799	215.643	24.3727	78.2928	93.6879	128.725	127.59	139.325	183.217	75.1667	108.874	97.4591	119.018	141.038	89.303	88.8965	80.7291	84.6345	91.7897	149.103	130.334	122.773	93.8352	126.089	162.343	90.8682	155.803	160.466	127.725	102.584	843.145	16.7082	18.8899	17.5981	24.901	674.522	587.74	81.9616	218.215	508.663	909.679	388.849	416.941	863.49	975.133	472.459	315.514	61.384	34.9035	38.3908	54.7841	24.2769	208.09	137.58	385.123	245.877	128.907	233.874	119.738	488.62	1062.13	471.379	0	0	-630.89	80.8624	663.054	171.761	4307.2	1307.67	802.628	4.96033	33.861	-4241.33
202500	202.5	2.45717	2.47525	2.45507	24768.3	0.202499	799.73	43.346	215.377	233.15	206.13	246.407	145.338	192.637	188.86	153.028	158.882	162.932	197.388	154.309	170.308	160.73	153.74	182.788	176.716	190.526	169.885	176.386	135.313	172.111	152.089	202.536	217.77	191.17	220.569	195.769	191.925	253.249	213.229	99.8776	95.7502	29.7913	26.8398	47.8045	30.364	18.3984	249.613	20.2367	76.1973	76.8384	111.121	118.401	138.506	106.116	93.2036	122.437	79.4992	112.804	108.982	123.647	98.7765	104.542	84.0024	128.614	148.356	134.963	92.2124	117.694	143.169	157.561	82.6394	154.236	146.206	168.43	98.8238	873.934	15.5141	14.5807	16.6497	15.5425	744.859	591.452	76.1456	204.541	541.294	948.252	485.894	429.817	885.123	969.602	425.856	257.091	75.1128	47.8453	21.1528	65.4462	23.873	209.647	106.165	405.783	232.543	120.232	270.471	111.592	508.674	1052.28	479.515	0	0	-627.754	100.494	660.189	169.489	4296.13	1304.16	776.004	5.24598	33.1436	-4189.92
202750	202.75	2.45424	2.47525	2.4518	24738.8	0.202749	800.36	37.4618	234.138	254.764	211.035	224.676	139.441	239.457	172.523	174.721	186.025	155.344	158.175	196.474	181.044	180.189	155.3	146.173	187.946	202.662	171.444	198.936	114.168	160.741	184.332	159.418	202.565	139.079	198.439	221.149	263.754	210.089	282.708	48.4762	64.4659	21.8488	32.2835	15.6559	34.287	19.5709	244.641	20.0014	79.89	97.3985	98.4057	98.5053	108.664	166.932	91.6201	111.1	101.198	118.592	106.913	102.499	101.408	108.562	129.384	125.861	127.068	98.1649	96.6788	104.461	98.9075	142.872	102.199	166.743	138.925	182.079	93.8524	886.23	5.82646	26.999	21.0093	17.9358	686.163	584.982	69.4305	229.12	527.07	947.34	425.067	440.945	807.539	914.884	451.458	254.294	37.7544	62.6306	39.5889	79.3427	16.2721	216.287	162.517	434.059	241.385	146.611	242.47	122.151	491.519	1073.24	482.85	0	0	-626.042	76.6288	657.044	168.008	4285.76	1301.46	757.925	4.63347	33.3745	-4120.98
203000	203	2.50777	2.47525	2.51155	25278.3	0.202999	810.638	39.9459	244.48	219.531	217.101	246.75	134.602	210.07	214.925	193.187	169.146	155.919	163.366	176.992	186.538	175.432	184.401	177.396	156.423	169.284	193.881	200.331	182.578	185.375	145.962	154.499	203.443	200.033	199.413	263.957	239.633	271.804	253.825	106.134	62.3986	19.1473	12.5878	44.0234	27.0404	30.278	214.337	42.8173	103.322	93.9244	95.7989	125.294	122.119	144.678	81.5566	90.9211	88.6714	109.922	107.969	104.041	107.954	120.205	128.175	115.735	120.899	84.1781	106.862	93.2368	101.838	144.423	91.9664	160.985	114.742	167.509	90.0293	827.671	10.7152	26.8138	16.0185	10.1168	661.627	580.825	73.7055	247.631	511.759	883.302	421.43	421.187	908.171	1000.79	425.522	273.222	42.5082	61.0385	21.786	82.3432	13.2713	211.282	142.024	418.394	277.172	123.567	191.999	130.428	491.893	1042.55	411.583	0	0	-633.204	89.3489	663.848	165.249	4300.18	1290.13	752.293	4.73817	35.0597	-4183.57
203250	203.25	2.45915	2.47525	2.45728	24788.2	0.203249	784.149	41.2181	244.856	231.951	221.588	189.233	154.83	204.679	207.045	166.506	160.031	157.972	209.695	214.634	194.211	184.514	192.348	160.621	164.087	177.52	176.075	179.592	154.742	158.93	158.808	167.931	175.312	158.077	232.193	210.716	252.576	211.227	221.184	89.1017	71.8153	21.9736	18.7915	12.5928	21.1574	20.3076	268.865	20.6891	64.3133	70.2509	122.797	105.122	112.28	125.246	89.7504	84.627	134.023	111.911	97.3498	112.58	88.4251	125.978	97.4759	149.525	99.687	128.279	91.2819	93.1091	97.2831	153.08	80.9665	154.03	127.898	163.988	69.3221	760.112	14.7134	18.1554	20.6017	21.8091	736.559	593.948	74.4727	241.238	513.695	878.427	525.153	447.629	849.958	838.174	460.897	262.239	50.8632	62.1283	39.0225	102.235	28.8242	236.923	164.291	341.003	210.064	126.996	242.09	129.796	465.43	998.329	488.454	0	0	-638.196	86.5062	660.253	179.715	4321.31	1307.42	766.797	4.12822	34.1721	-4173.35
203500	203.5	2.43615	2.47525	2.43161	24556.4	0.203499	783.938	40.054	215.188	207.387	227.88	167.939	147.21	186.75	210.956	155.877	138.914	166.021	220.782	224.223	167.682	181.832	148.48	153.933	160.715	183.443	220.91	188.176	160.406	142.605	193.705	170.011	210.541	181.641	177.863	214.474	196.294	210.626	261.262	65.1024	75.7097	11.1366	27.1886	33.7772	19.0399	23.761	202.58	21.002	92.7038	112.851	128.552	126.088	117.295	132.388	91.4006	95.6762	93.0694	103.953	91.6715	71.511	98.1752	110.094	130.776	117.245	147.499	142.945	87.0241	76.1274	113.494	175.6	95.3862	173.649	159.56	199.953	94.757	796.928	12.72	27.8886	19.3143	13.5821	673.376	563.952	74.8395	209.846	495.618	926.468	475.147	482.016	947.461	956.238	449.47	252.005	56.204	44.1141	19.1558	57.9168	22.8942	252.312	131.045	386.344	222.458	129.708	265.741	147.404	473.167	1043.73	426.015	0	0	-643.495	55.9695	683.762	180.868	4303.81	1280.12	737.423	4.66493	35.3629	-4129.95
203750	203.75	2.42974	2.47525	2.42444	24491.7	0.203749	779.06	35.8729	188.079	240.003	234.458	234.964	137.54	225.607	205.211	161.653	173.545	150.669	161.5	207.269	223.806	205.823	176.347	192.266	185.69	210.234	250.507	191.92	171.951	148.906	180.022	189.511	174.452	205.347	222.645	232.367	244.107	219.133	232.455	96.8233	94.1173	23.4279	47.5391	22.1235	17.1264	25.1061	229.45	24.9914	80.4381	87.5817	121.932	111.676	129.861	155.634	97.712	116.903	124.384	89.7288	121.28	117.699	99.933	113.892	139.251	133.366	137.4	119.687	103.969	99.8306	101.523	149.156	95.7116	147.048	161.032	160.019	94.4206	834.356	12.1237	23.2638	14.6688	17.1707	678.965	547.595	86.7694	182.444	566.751	968.363	435.464	389.644	876.914	982.18	407.263	279.161	56.1242	52.6424	19.9322	78.4548	37.2404	223.704	146.98	351.437	241.269	112.64	261.553	134.652	448.419	1046.13	403.52	0	0	-637.772	56.6015	668.239	186.428	4295.53	1295.6	732.769	4.64288	34.2137	-4193.32
204000	204	2.46665	2.47525	2.46565	24863.8	0.203999	768.806	38.0047	263.806	188.001	221.55	221.145	146.252	205.996	180.378	171.952	207.053	177.886	185.957	213.403	181.169	177.163	166.718	154.336	155.993	164.406	166.002	156.31	162.422	161.983	162.398	210.647	217.107	186.321	194.622	230.228	231.841	255.87	256.694	63.4855	88.6785	23.6488	20.3627	22.754	8.98995	38.2576	231.898	21.2489	107.522	62.8521	118.329	109.001	118.502	145.402	88.7017	116.793	116.916	123.65	124.642	122.042	100.421	110.595	118.188	98.342	114.162	103.435	85.2369	91.9511	110.215	164.868	103.566	203.041	136.271	185.194	82.0564	841.636	8.6658	17.8276	12.1871	15.8676	684.107	538.235	83.6907	176.478	481.655	952.522	426.034	425.472	905.264	880.167	420.195	313.443	44.5445	53.605	25.799	55.1662	14.7018	293.721	129.546	356.696	254.597	119.637	232.637	134.809	418.317	1130.43	479.131	0	0	-620.971	92.2172	672.498	175.365	4312.41	1311.11	746.788	5.48275	36.0465	-4232.58
204250	204.25	2.48386	2.47525	2.48486	25037.3	0.204249	794.307	37.9377	230.247	222.073	287.161	241.264	149.139	220.328	233.709	177.027	188.725	177.597	210.089	189.182	197.402	191.962	170.424	190.953	170.268	176.111	180.141	196.793	167.902	142.258	146.169	168.021	180.506	191.713	221.97	210.746	248.171	197.229	221.092	96.8409	73.7755	13.5353	18.618	37.5317	26.5902	38.1614	214.373	35.0283	98.7867	103.398	120.591	110.129	115.128	129.889	84.0587	117.603	95.8959	121.499	89.8958	86.0347	77.8347	107.167	100.61	123.504	132.456	96.5339	75.0781	89.7511	87.268	175.844	87.0471	179.99	165.41	170.516	79.7887	796.166	15.361	18.5412	18.2361	11.5198	717.606	520.41	71.303	210.577	566.484	960.634	436.66	442.443	861.705	1002.65	442.252	279.24	54.7104	49.7382	21.2243	78.3061	17.1992	243.653	139.69	379.506	276.385	137.389	250.186	95.5893	484.845	1112.18	479.603	0	0	-617.667	84.2769	663.38	176.479	4310.57	1311.5	761.728	4.57134	34.5413	-4230.42
204500	204.5	2.43562	2.47525	2.43101	24551.1	0.204499	819.519	40.0355	204.301	214.996	222.606	192.933	169.245	166.29	182.604	177.286	163.091	193.38	176.225	199.829	186.811	158.126	193.53	205.841	139.424	194.589	205.842	213.114	161.582	137.691	175.522	181.81	200.234	167.835	197.468	193.854	218.789	218.794	210.3	105.119	88.7142	15.9338	19.1584	10.2356	24.861	26.7076	213.128	17.1123	102.079	96.6505	123.79	84.3341	132.467	161.337	75.2933	75.4386	105.898	146.135	125.653	109.722	90.5657	105.275	94.5723	121.43	119.982	104.214	91.105	96.2055	137.624	193.272	89.6083	163.084	144.173	171.403	84.0087	840.175	9.28164	12.6999	12.8312	11.1601	745.315	523.756	62.0894	226.715	520.756	997.795	476.125	417.251	900.71	883.705	446.746	308.345	47.7419	41.3604	32.8239	66.5555	18.3353	281.81	123.613	371.946	214.369	102.259	212.924	109.768	435.787	1090.79	385.658	0	0	-616.769	93.3055	663.049	178.1	4292.16	1306.64	800.765	4.43717	36.1256	-4230.7
204750	204.75	2.46453	2.47525	2.46328	24842.5	0.204749	803.222	40.9505	262.402	213.048	188.959	249.498	181.535	179.141	179.779	153.483	189.642	153.259	217.464	183.358	168.202	188.147	162.231	148.844	175.364	184.102	186.935	198.305	161.395	152.403	169.829	153.221	185.144	173.41	217.283	190.152	196.575	254.306	243.471	81.2152	50.9268	28.8157	32.3762	20.4344	26.0199	21.0452	188.916	18.8976	140.523	96.4344	93.6081	88.2133	141.779	127.554	96.3188	130.052	97.8822	112.799	103.639	105.272	92.3992	88.7149	107.884	137.196	119.345	120.958	92.0697	101.567	94.257	160.45	100.269	179.22	150.925	180.882	79.0177	825.741	10.4609	21.0461	13.611	38.8395	704.226	549.032	59.1572	246.632	477.63	972.221	394.765	478.662	918.552	989.998	454.149	267.676	35.1084	34.3013	21.0754	93.8885	22.6205	240.288	126.2	361.692	201.913	132.88	230.435	165.74	477.873	1056.36	481.136	0	0	-639.935	109.736	665.543	183.026	4287.86	1288.66	803.916	4.10769	32.9309	-4165.39
205000	205	2.43486	2.47525	2.43017	24543.4	0.204999	790.566	41.7641	234.262	202.281	226.338	200.131	142.453	210.021	171.951	160.509	153.186	167.324	176.552	166.415	161.171	167.574	202.518	216.209	164.469	194.12	181.504	171.597	148.574	160.315	162.468	184.396	201.005	207.723	244.827	243.154	217.509	217.949	229.62	70.7882	91.0399	38.9681	23.1641	20.4416	31.0167	27.1884	246.435	30.5313	90.5324	72.151	94.0468	86.5332	135.943	112.935	83.9805	121.888	114.516	145.107	107.594	91.5688	98.3365	85.3284	109.789	136.575	144.441	108.57	108.847	111.532	89.9252	167.562	74.1843	176.456	164.135	194.544	90.7827	857.015	23.4357	8.68085	18.0976	16.8579	699.22	523.455	63.4382	268.155	436.71	976.071	430.153	396.835	764.196	930.745	427.341	274.892	54.3299	35.2072	25.4424	63.1665	25.648	240.54	130.682	348.601	228.866	108.106	293.574	111.552	467.312	1029.29	509.91	0	0	-636.587	43.7143	658.228	181.441	4300.46	1279.2	774.652	5.33242	35.5031	-4161.48
205250	205.25	2.43353	2.47525	2.42868	24530	0.205249	773.323	44.4051	187.752	242.177	245.025	240.72	183.451	193.143	165.799	182.035	170.771	147.582	162.727	193.182	186.717	188.551	180.823	200.479	179.033	163.542	210.569	208.313	154.275	141.934	184.387	136.128	209.865	182.765	164.758	216.681	213.212	230.627	228.565	86.9602	79.7245	22.9255	29.59	20.7719	17.8565	35.652	238.699	18.9578	78.9593	71.6319	105.552	100.684	113.742	116.035	77.2366	89.0763	93.5737	93.3968	95.2393	102.162	109.475	98.7675	111.576	137.882	82.1107	105.324	132.501	97.9356	115.321	176.159	84.0675	160.49	153.7	202.636	93.8816	890.394	9.69391	12.0794	21.7261	19.4696	621.219	558.902	75.001	232.012	460.06	861.983	429.983	433.454	935.592	884.056	505.146	271.434	50.748	53.248	25.3039	67.8349	30.1468	222.153	103.733	282.014	276.597	85.4474	277.45	120.904	471.459	1105.43	471.048	0	0	-644.793	99.0133	676.941	189.517	4287.36	1290.03	745.459	3.21739	33.8185	-4122.6
205500	205.5	2.45397	2.47525	2.45149	24736	0.205499	760.35	43.6412	228.12	218.484	222.766	227.997	168.212	181.409	202.506	157.932	167.63	161.336	209.421	171.836	172.324	174	195.113	206.4	159.317	187.282	203.199	181.143	152.457	140.879	196.33	182.898	172.604	186.818	198.278	204.086	215.978	209.085	248.819	82.7973	81.0281	28.8659	21.9233	30.4284	24.5154	16.7945	214.767	30.2778	80.4525	120.938	97.6979	116.216	149.311	144.916	124.006	96.0877	107.377	97.2864	103.945	89.0738	118.509	82.5591	78.7426	133.973	133.698	101.221	123.495	117.614	121.628	146.307	108.621	166.827	137.004	170.119	83.0359	914.158	14.3728	16.1292	21.4578	22.8223	658.682	557.463	81.0428	228.061	550.118	908.2	480.587	437.821	837.465	891.057	497.293	235.188	49.1944	45.0242	19.9858	64.1752	26.5486	271.138	104.872	397.877	260.8	112.649	243.108	114.188	481.159	1049.82	471.568	0	0	-648.981	74.5908	678.143	176.378	4308.7	1284.6	735.194	4.94834	33.5946	-4190.4
205750	205.75	2.48695	2.47525	2.4883	25068.4	0.205749	754.589	46.1474	226.555	219.625	183.809	208.28	115.155	175.884	166.704	163.271	175.507	168.284	174.594	171.34	163.857	183.343	191.513	207.329	192.02	186.858	237.072	169.93	171.141	169.984	195.259	166.375	185.078	159.666	204.899	247.897	231.49	213.038	239.407	65.871	116.496	33.6752	23.8741	15.6774	22.7829	31.11	224.117	15.0936	66.2064	97.7753	111.277	108.629	109.003	105.671	96.0587	90.1227	120.169	130.499	121.083	101.167	99.9425	102.446	110.323	126.712	141.726	89.3142	84.703	103.033	134.826	182.674	84.6392	168.025	148.643	190.094	81.8706	927.114	7.24782	20.8602	16.8154	20.2582	684.016	556.331	68.8229	252.422	492.98	918.737	392.093	467.221	889.881	886.877	489.717	289.537	62.5982	47.191	20.1292	85.2802	20.3635	274.547	136.152	365.407	264.873	137.746	261.891	130.945	451.115	997.086	485.732	0	0	-636.323	83.7266	690.112	180.395	4316.12	1320.19	738.414	4.33566	34.4039	-4147.81
206000	206	2.49845	2.47525	2.50115	25184.4	0.205999	759.063	48.9901	220.882	216.426	235.702	205.989	160.896	189.097	140.842	160.793	162.768	161.183	177.488	198.819	201.998	132.233	187.254	195.62	183.57	204.84	205.476	168.399	181.654	153.263	169.767	175.261	232.342	185.47	227.444	227.168	195.953	203.072	241.471	86.7447	64.3068	32.9203	21.9268	18.974	21.8145	37.769	218.135	23.1243	103.138	85.486	102.308	113.966	125.632	122.899	67.0105	112.556	88.9586	112.331	95.8878	113.889	74.8764	101.44	107.99	146.561	121.249	125.046	101.507	117.428	98.9351	163.615	87.1396	161.666	158.083	156.469	87.0745	795.96	10.9904	16.5902	10.8716	21.1576	612.294	565.233	68.5796	263.776	486.974	1031.28	417.24	392.54	851.34	904.408	430.059	226.4	57.1382	41.0935	13.275	95.969	23.2045	253.276	118.668	409.47	266.115	118.821	244.333	144.891	454.413	1041.05	497.522	0	0	-635.575	78.4937	667.687	183.812	4304.25	1326.8	720.932	4.14512	34.467	-4211.72
206250	206.25	2.48596	2.47525	2.4872	25058.5	0.206249	755.103	51.7299	232.251	241.72	243.038	241.629	154.015	261.498	149.791	158.093	154.438	150.044	223.229	204.358	158.487	183.51	156.989	180.717	165.678	180.537	194.742	177.348	174.505	145.543	146.768	148.072	182.262	162.167	194.424	240.7	169.914	220.623	248.805	75.7039	75.8206	31.8707	37.4486	29.1185	16.3759	47.4029	219.33	26.9926	82.4893	117.655	109.636	111.475	113.523	114.192	107.991	117.558	91.1048	114.652	102.013	87.168	88.3254	94.9976	82.6526	112.61	143.362	98.8417	113.681	111.753	128.852	149.582	101.124	169.646	148.149	157.05	89.3349	870.391	12.8222	16.8839	13.2704	17.5875	692.652	553.507	56.2324	228.093	494.224	938.17	430.289	445.475	881.932	973.025	432.779	323.526	47.2531	80.0939	13.8329	77.34	34.4024	223.065	138.179	322.126	219.508	137.584	233.04	114.168	422.022	1014.72	436.91	0	0	-627.26	66.2917	668.083	182.051	4297.44	1319.75	702.598	4.49812	36.293	-4149.32
206500	206.5	2.50636	2.47525	2.50997	25264.1	0.206499	777.512	48.8157	234.76	221.405	250.636	208.522	154.576	187.717	156.45	153.629	190.139	153.646	175.656	201.768	220.646	188.229	189.071	218.783	132.314	146.543	201.685	185.021	196.812	164.55	164.242	173.118	208.348	205.133	206.925	217.488	239.059	237.906	217.968	99.5126	72.6315	29.3274	15.0831	24.4323	24.3659	20.6967	200.247	19.8312	99.4358	104.738	115.798	119.978	129.65	153.474	80.9382	99.8879	88.8027	115.444	87.2371	107.2	114.551	76.1953	94.7966	119.216	111.224	119.171	95.727	100.576	98.6135	164.477	91.4169	162.22	156.398	162.002	92.1603	812.549	11.9634	22.2825	18.2339	37.4454	699.542	536.951	66.4057	226.539	544.608	998.113	411.849	407.304	828.733	831.535	471.063	312.156	51.3386	58.0363	18.7727	118.093	22.3123	241.017	126.515	393.774	225.879	142.434	231.346	99.4359	484.443	1067.61	482.372	0	0	-626.929	79.6085	655.559	173.356	4305.66	1295.19	717.476	4.70559	35.5055	-4161.89
206750	206.75	2.44798	2.47525	2.44481	24675.7	0.206749	791.835	55.4868	190.604	200.452	226.248	229.792	161.218	229.412	158.175	151.575	226.549	145.124	178.9	194.095	181.49	169.286	180.938	185.191	169.733	224.524	211.652	190.148	167.826	166.8	196.555	222.642	213.075	218.148	200.595	246.244	288.918	264.266	239.151	82.9979	69.9277	15.8636	32.2283	16.8571	21.3526	37.378	209.806	12.0952	92.7168	88.9227	114.059	110.183	124.002	166.007	101.97	121.474	105.069	138.663	120.41	126.792	86.0958	94.7033	113.156	131.411	116.008	100.682	118.846	83.9401	110.581	157.145	88.716	148.499	129.363	171.346	87.4094	811.739	16.294	24.1357	13.21	19.4569	633.292	554.034	68.7618	222.931	476.565	935.24	408.078	440.278	805.669	948.573	446.84	293.769	36.9348	36.9964	18.3269	85.3858	26.0777	246.801	124.995	414.832	199.952	113.377	274.066	175.358	449.99	1094.9	446.069	0	0	-623.851	102.029	658.009	178.516	4288.79	1327.66	718.697	5.29143	34.9249	-4130.09
207000	207	2.45753	2.47525	2.45547	24771.9	0.206999	783.204	53.1422	209.561	193.94	191.074	232.743	169.592	216.873	183.296	116.149	198.928	157.945	171.698	182.524	151.467	187.915	198.061	171.342	171.878	192.612	174.946	185.084	152.792	154.743	160.036	177.614	218.002	178.898	237.176	223.06	220.397	226.687	231.38	100.417	60.6317	24.7441	19.3693	14.6271	22.023	22.7865	223.309	27.8956	108.258	95.3503	81.7984	125.077	120.347	143.323	85.9949	124.382	93.8002	117.968	124.556	142.993	93.0501	90.4046	134.156	113.887	114.774	88.7215	97.5093	121.198	103.455	170.457	71.1333	118.279	159.084	193.306	92.1086	822.001	14.562	17.9404	13.3244	19.6679	665.594	551.902	67.8523	185.205	507.645	863.257	414.902	416.479	827.584	1031.29	477.336	312.595	66.4943	75.3002	22.5849	59.9753	23.6056	241.662	110.68	339.326	266.695	109.014	217.532	115.715	420.453	1037.27	458.943	0	0	-614.262	68.3562	676.522	179.162	4306.95	1325.21	715.538	4.95831	35.2374	-4218.65
207250	207.25	2.48464	2.47525	2.48573	25045.2	0.207249	793.663	55.5872	284.613	243.93	183.054	245.124	164.258	269.072	171.066	177.538	180.464	167.709	196.177	195.872	158.48	185.709	200.736	196.266	170.161	212.266	188.854	163.256	192.093	145.045	183.715	145.102	225.497	201.319	221.028	202.354	227.166	224.618	218.369	95.4232	72.354	36.5247	20.9033	25.3589	40.7706	16.0932	237.849	29.877	80.6186	72.4424	93.8495	93.9102	127.636	130.205	100.236	102.559	95.5161	136.656	94.0324	128.549	107.577	97.8594	102.351	130.083	144.307	98.1425	123.845	115.568	101.082	133.547	71.9379	131.968	190.387	193.564	105.743	838.776	19.3137	15.2423	13.58	16.104	679.964	545.948	66.4804	233.073	495.795	944.928	432.812	452.717	871.183	982.246	501.126	267.932	72.4181	53.3767	29.172	98.3279	13.3792	267.03	152.897	368.042	269.924	113.35	241.77	110.549	441.686	997.501	468.407	0	0	-633.648	99.4676	670.83	186.124	4292.97	1295.18	711.425	5.3611	34.579	-4174.73
207500	207.5	2.47959	2.47525	2.4801	24994.3	0.207499	791.242	49.3421	200.663	175.702	274.755	199.009	147.411	171.223	167.778	141.863	167.863	175.282	232.434	198.546	185.694	176.775	190.544	162.577	173.392	216.114	178.897	199.75	170.366	179.987	157.847	154.47	189.754	184.037	223.67	197.259	207.433	263.521	178.68	128.33	112.163	25.319	32.0483	30.5059	23.4755	14.5472	218.038	15.8013	59.4791	142.692	103.946	100.145	125.381	119.508	77.838	113.576	106.104	108.539	111.18	97.0618	105.423	100.852	92.6501	117.432	127.325	114.361	80.8181	102.311	109.134	166.318	81.4664	141.865	212.489	177.358	74.6479	895.969	21.4157	16.5044	11.1825	13.1329	753.964	564.69	81.5541	237.434	486.204	980.299	462.794	415.286	785.22	894.317	428.236	271.948	45.2514	70.2263	21.1038	79.0835	36.7766	232.566	141.448	351.328	274.899	128.608	236.127	129.097	530.551	1025.48	473.316	0	0	-649.588	95.716	659.349	180.195	4283.93	1283.3	751.622	4.81216	34.9133	-4141.05
207750	207.75	2.46591	2.47525	2.46482	24856.4	0.207749	779.899	45.0621	268.479	237.399	225.48	210.296	140.178	217.371	170.272	157.368	204.882	175.524	205.788	167.902	170.862	162.532	164.204	210.212	195.489	196.463	248.232	205.244	160.434	133.328	165.438	140.703	201.496	189.9	198.922	212.528	265.209	243.482	215.879	91.3119	76.3628	11.0091	20.826	12.9179	24.4957	26.2395	237.728	27.5422	58.871	100.807	138.858	97.9867	161.69	126.021	111.588	108.977	100.898	124.81	86.6026	113.291	92.7717	91.6317	126.336	137.026	159.789	110.91	127.593	87.6407	123.081	154.002	90.2306	138.4	187.077	164.687	101.677	883.041	20.3847	24.5068	7.47847	16.0947	672.844	528.847	84.3362	239.407	466.487	952.641	432.309	448.401	784.189	999.164	448.581	278.17	45.9153	48.6905	36.6789	71.9701	35.0305	260.547	126.248	377.787	309.113	118.152	274.9	117.878	513.179	1008.16	434.886	0	0	-639.992	76.9575	663.105	182.149	4279.15	1286.54	748.98	4.73268	36.7249	-4171.17
