step	time	T	T-cg	T-at	Ekin	res	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	lj	lj-tab
7250	7.25	2.4677	2.47525	2.46682	24874.4	1	252.97	216.809	291.413	259.064	144.409	180.45	164.853	174.63	208.676	171.104	196.051	183.018	212.211	173.991	171.125	204.497	198.02	169.642	189.46	197.532	174.143	159.476	217.522	173.074	223.544	245.887	190.003	236.963	239.71	278.988	276.707	62.0815	44.7	24.2429	30.1081	36.5931	37.3198	14.2689	251.601	24.2144	77.1864	73.4339	140.966	181.312	238.101	162.721	80.5993	126.254	102.383	132.87	138.145	183.65	128.921	105.014	98.576	149.62	128.049	124.13	132.162	103.587	181.957	245.691	181.062	148.35	207.348	232.889	179.347	1143.99	15.5387	35.743	23.5377	32.3184	255.833	480.097	1057.93	677.612	3255.28	1348.69	1121.99	516.381	281.039	52.18	51.4385	23.0278	87.1282	15.2845	566.028	107.526	1030.15	4992.37	169.118	226.619	125.916	459.145	762.836	458.683	0	0	-523.232	90.9076	647.167	911.515	4513.25	1509.17	1043.25	70.2176	577.114	-25895.6	0
7500	7.5	2.46945	2.47525	2.46878	24892.1	1	248.578	250.151	292.752	234.429	185.747	178.005	192.522	203.15	170	192.952	171.73	197.156	222.826	188.289	179.032	156.748	199.122	174.501	189.667	186.118	186.31	194.983	199.581	209.593	171.223	217.991	234.633	249.68	228.68	268.73	228.771	81.4925	85.7298	33.7178	25.8446	24.526	12.1157	24.7933	222.48	19.799	91.4462	79.5764	152.612	180.227	243.403	149.344	82.3102	89.0302	132.434	157.095	135.414	140.683	97.0999	97.2547	129.483	166.853	147.146	110.007	122.969	133.594	177.179	214.548	147.687	189.166	162.791	216.044	148.963	1186.06	15.4311	35.7056	40.2973	20.6511	273.533	498.865	926.338	617.077	3147.1	1407.13	1074.76	517.641	275.816	47.6127	57.9375	24.2628	86.2669	23.812	579.082	118.045	884.844	5089.56	149.763	246.684	109.166	503.524	863.011	467.842	0	0	-528.048	56.5838	646.796	953.195	4514.41	1502.08	1023.42	68.5666	567.672	-25832.4	0
7750	7.75	2.4483	2.47525	2.44516	24678.8	1	301.218	209.324	236.691	232.274	161.026	198.326	181.547	215.602	131.672	182.463	194.341	212.227	154.175	149.603	163.96	160.592	191.744	206.512	168.679	192.771	167.079	193.293	191.749	168.196	197.158	194.211	244.484	223.928	240.581	256.979	230.558	105.359	68.8953	26.5331	37.7675	31.7373	32.0603	19.8252	224.934	34.9686	107.025	76.5863	172.47	183.883	253.584	222.89	82.7519	136.486	131.817	134.757	163.083	196.857	104.474	110.557	90.5707	136.56	192.103	119.014	113.23	99.8175	172.543	219.889	169.256	149.079	174.373	206.417	171.151	1032.97	25.9812	14.8934	23.572	21.7173	217.837	535.409	1021.75	671.352	3081.43	1351.01	1048.87	449.989	259.693	54.7012	55.3304	11.0008	103.724	37.7442	504.628	106.188	899.434	5072.5	148.227	226.792	157.476	462.244	880.472	450.113	0	0	-520.229	101.803	629.781	979.079	4518.93	1517.14	1043.17	63.5839	574.356	-25813.4	0
8000	8	2.46379	2.47525	2.46246	24835	1	208.533	205.49	213.034	199.581	161.128	183.905	156.328	191.819	225.532	170.095	182.477	186.703	212.728	194.449	187.295	165.98	190.795	195.446	225.073	159.49	168.275	153.941	163.44	186.112	177.01	180.943	266.399	228.823	261.704	210.638	191.885	108.882	91.2879	15.2989	9.76198	33.4829	18.6934	14.4292	241.489	37.1983	89.2361	65.6918	138.409	185.182	210.189	171.928	70.3951	117.709	116.318	153.413	127.762	158.085	108.809	109.115	125.687	124.022	136.501	115.012	93.6945	122.871	204.377	244.978	159.229	157.437	140.31	196.94	157.368	1206.14	35.7412	21.9954	22.4381	33.9544	228.602	497.827	936.609	715.855	3176.44	1509.86	1011.32	487.13	236.832	44.4014	52.1136	26.8841	81.9548	8.74757	598.03	121.826	889.925	5002.17	146.257	275.306	130.503	435.569	799.891	404.631	0	0	-527.912	90.2233	635.833	909.461	4495.2	1533.13	1015.38	59.709	585.069	-25830.6	0
8250	8.25	2.47576	2.47525	2.47582	24955.6	1	216.38	253.927	255.351	194.236	168.989	212.993	207.62	177.096	165.874	206.895	171.346	187.872	218.411	177.542	173.781	136.182	192.038	173.076	171.402	208.422	164.287	175.826	158.497	192.158	222.345	167.982	216.294	284.392	224.947	233.499	249.35	67.5308	69.872	34.7127	16.305	22.1357	15.4644	15.4718	240.888	16.781	105.739	71.5372	148.682	182.865	295.346	168.368	73.4166	111.061	112.576	124.556	158.872	176.668	135.733	133.768	90.0275	179.882	165.899	105.648	105.201	122.365	210.084	202.815	175.941	150.403	210.11	217.262	154.921	1187.88	27.5017	17.8464	28.7044	22.1662	221.994	471.853	1000.86	652.744	3188.5	1410.39	1051.98	407.949	327.542	41.3857	31.0842	20.4283	79.6017	22.6292	592.593	125.022	835.956	4961.9	130.56	251.368	127.921	487.931	779.624	478.872	0	0	-531.468	65.4152	636.418	968.038	4526.34	1543.42	1012.32	72.5083	585.311	-25738.9	0
8500	8.5	2.47685	2.47525	2.47703	24966.6	1	207.337	231.518	223.903	243.122	165.455	173.221	229.319	175.598	177.539	176.968	173.493	171.89	238.887	160.651	185.066	189.071	177.161	197.688	220.643	217.952	169.104	155.126	192.428	173.052	189.487	171.338	281.258	232.069	221.76	250.861	233.326	84.721	77.8965	15.2713	19.8854	28.8065	15.844	21.7678	202.601	22.9302	107.8	106.475	145.369	177.979	256.263	198.234	89.277	114.189	123.72	115.601	151.39	161.758	110.47	74.7053	88.8664	127.825	156.922	119.882	98.0033	76.6528	178.94	202.696	186.521	173.098	157.61	253.026	175.362	1167.78	21.2935	31.9355	29.105	27.2977	244.524	496.874	943.661	624.692	3198.71	1443.25	939.783	425.787	254.346	62.4547	64.2653	23.4031	89.831	33.2298	571.033	129.61	908.107	5209.77	121.205	260.083	152.152	442.889	757.385	403.223	0	0	-531.161	64.7221	636.13	921.792	4500.81	1517.81	1014.19	70.5825	584.934	-26157.9	0
8750	8.75	2.46587	2.47525	2.46478	24855.9	1	208.588	209.1	218.015	219.416	193.813	222.668	179.02	206.681	185.053	139.055	156.224	178.374	252.092	153.781	171.363	184.627	179.289	206.544	196.097	167.802	184.36	150.28	179.586	175.475	209.138	225.879	221.254	252.466	210.042	251.038	268.574	84.9347	58.1872	29.9454	28.0727	17.9715	25.1555	33.6644	206.252	35.3561	96.8442	121.623	151.268	148.85	248.352	170.243	83.6636	165.822	159.776	140.628	166.179	200.81	121.335	101.369	95.9981	146.213	150.861	143.372	100.37	100.262	201.907	225.265	129.574	119.128	182.112	218.54	164.331	1213.81	19.0466	21.6551	19.9573	19.1713	243.726	532.048	1016.43	605.923	3166.42	1415.92	1085.5	485.188	286.391	33.5622	35.9758	23.4579	56.8924	22.0198	582.514	139.159	863.379	5253.61	140.274	253.306	128.067	409.403	842.367	462.268	0	0	-531.655	88.3867	632.755	897.018	4490.09	1532.87	1022.08	59.3775	573.525	-26211.6	0
9000	9	2.49471	2.47525	2.49697	25146.7	1	216.404	241.805	223.413	225.749	130.284	197.107	171.036	199.947	182.575	179.832	188.318	200.59	215.425	183.433	157.134	150.102	173.322	176.419	182.899	164.67	176.359	163.985	204.65	178.778	238.629	211.195	183.097	248.247	214.021	248.834	246.228	81.7207	89.3985	24.5755	16.9489	25.539	18.3107	19.4948	210.457	36.5241	95.6287	90.303	158.591	186.554	229.717	183.418	102.955	95.7468	143.34	110.961	164.149	167.533	135.674	94.9442	131.839	151.108	159.209	98.0936	125.209	108.909	182.229	256.997	157.13	143.181	146.163	192.93	146.409	1099.83	23.5217	40.8639	19.2932	26.739	277.745	505.37	949.499	675.905	2897.38	1385.2	1092.97	492.049	295.42	52.1746	36.2807	37.2814	74.0105	14.4984	608.76	108.595	930.229	5207.51	150.342	226.251	147.822	428.535	824.344	438.569	0	0	-535.44	84.5725	640.865	910.432	4510.92	1504.83	994.473	72.4071	559.726	-26117.2	0
9250	9.25	2.46423	2.47525	2.46295	24839.4	1	225.928	250.911	235.262	195.095	143.436	234.559	147.629	181.633	167.985	149.286	152.745	185.182	201.288	172.815	193.459	196.674	162.767	215.019	166.409	211.802	169.743	160.585	189.912	203.196	192.177	150.638	189.279	204.268	229.119	237.498	208.899	92.8028	92.4215	24.0611	34.1178	22.5962	28.3994	32.9196	245.969	32.2099	84.8404	73.8898	164.837	191.742	259.101	203.047	89.0986	136.885	124.69	134.754	171.475	196.907	124.697	102.241	88.8835	136.509	158.807	89.4137	106.314	121.002	214.333	254.963	160.795	155.172	199.915	223.355	163.391	1116.82	27.9799	27.2858	22.6684	25.516	224.134	541.824	917.161	654.607	3059.22	1306.72	1101.26	377.094	259.718	59.883	40.5249	30.7382	60.9393	22.7069	523.611	108.651	956.952	5290.56	139.617	293.159	121.811	466.459	807.491	406.743	0	0	-537.796	71.0514	631.426	822.605	4505.74	1503.13	998.861	52.8468	572.038	-26039.9	0
9500	9.5	2.49709	2.47525	2.49962	25170.6	1	238.031	240.581	263.716	237.779	189.022	202.212	150.211	163.734	193.777	145.355	218.663	153.894	217.887	169.146	149.942	203.667	205.08	194.802	207.688	232.041	171.485	141.941	172.973	191.364	175.116	166.819	206.774	215.683	247.361	283.336	214.651	122.735	70.5263	29.9723	21.0009	29.5937	26.5977	9.08321	239.956	12.5504	101.373	74.4782	117.485	158.888	242.472	245.215	78.7118	123.669	149.297	106.68	196.267	190.135	97.7957	76.6374	92.58	123.474	184.991	115.969	116.524	117.634	174.651	251.814	143.978	152.996	184.389	195.631	197.929	1156.81	34.1454	18.0653	15.8919	34.8734	279.596	440.165	981.128	658.786	2836	1453.12	1091.92	399.618	245.823	33.7167	69.0002	20.9005	78.6795	26.319	501.472	135.032	1133.76	5081.9	138.663	237.496	148.349	472.802	733.986	454.729	0	0	-526.248	72.1917	627.411	811.932	4486.96	1507.26	985.049	59.0557	547.271	-25989.3	0
9750	9.75	2.48733	2.47525	2.48874	25072.3	1	275.924	171.853	267.902	187.336	159.75	217.767	187.765	195.091	179.001	164.079	158.528	177.965	203.66	186.685	174.165	144.51	189.04	200.139	166.095	179.309	175.571	181.466	190.153	189.829	188.641	237.788	261.857	241.201	203.953	275.775	231.662	91.3939	67.6787	17.2495	34.1618	34.6996	14.8191	32.0462	232.197	21.0873	76.3386	106.468	140.41	178.19	228.827	224.964	78.1021	75.2024	135.638	134.779	142.335	167.871	112.358	105.445	100.136	143.226	158.546	125.94	125.498	132.232	183.046	272.42	134.634	182.583	172.598	208.562	186.632	1169.78	12.1694	44.1654	20.5085	22.1515	252.52	419.122	975.436	596.016	2962.09	1543.08	1128.82	462.872	300.212	54.8939	42.9402	11.2406	62.1502	19.1305	646.871	128.316	966.718	5058.18	116.335	283.219	131.553	404.094	742.989	481.632	0	0	-526.617	60.1811	636.987	838.053	4503.93	1508.84	1043.59	70.0733	551.795	-25991.5	0
10000	10	2.50637	2.47525	2.50998	25264.2	1	233.925	234.877	213.601	212.064	157.32	199.736	173.059	193.01	190.176	197.091	179.559	207.818	212.507	168.989	212.463	139.163	152.715	222.037	161.936	183.383	166.826	167.172	175.552	196.019	212.679	185.746	233.85	234.45	244.01	241.051	261.199	64.4879	72.4103	20.1958	23.8739	20.3955	27.0095	31.7332	201.837	22.9199	86.7527	99.8036	136.122	174.174	236.566	188.157	85.2947	128.131	142.455	164.229	143.979	186.3	116.315	99.0436	67.9307	163.94	172.484	110.382	96.7036	115.336	173.321	258.899	145.23	155.159	180.026	227.163	139.798	1117.48	8.03508	27.5109	23.7575	25.0505	233.584	534.996	842.571	733.139	2896.28	1511.77	999.865	445.231	247.679	54.1713	51.705	15.9067	77.0929	22.0109	631.65	128.356	942.654	5004.6	159.714	258.707	133.631	515.888	730.199	476.562	0	0	-529.852	78.8555	629.054	820.593	4493.49	1502.38	982.254	61.6404	532.585	-26193.6	0
10250	10.25	2.4861	2.47525	2.48736	25059.9	1	239.549	210.122	239.944	234.375	137.517	211.418	186.93	201.062	150.55	139.936	195.619	187.202	199.256	163.822	157.724	137.136	185.483	178.776	179.495	199.403	155.293	179.384	179.903	177.499	192.726	170.952	225.735	241.334	245.257	242.285	208.248	92.2571	96.1673	28.3222	23.1673	17.2252	21.583	22.3697	215.968	27.47	108.137	93.6702	121.809	184.065	213.976	190.823	78.7797	162.177	137.612	133.613	152.133	201.437	134.391	93.6198	131.377	144.719	129.325	103.741	114.8	103.35	190.794	210.297	178.015	147.107	166.376	217.469	148.651	1095.24	28.4459	25.879	10.0231	28.6411	230.539	454.079	986.095	697.054	3341.88	1456.49	1096.25	402.407	298.061	42.07	51.408	12.805	60.1556	11.2221	530.332	104.096	901.181	4892.19	121.385	291.382	102.773	457.56	720.176	453.681	0	0	-528.476	77.8098	645.425	870.396	4508.27	1501.32	1020.62	63.2995	559.568	-26233	0
10500	10.5	2.44017	2.47525	2.43609	24596.9	1	215.833	208.325	223.384	227.699	165.693	198.469	173.64	190.65	203.658	152.159	173.382	207.059	222.076	158.445	218.314	175.67	164.332	171.695	212.241	182.977	177.089	169.753	176.364	195.002	214.573	167.674	211.323	239.404	212.553	256.098	229.507	78.9053	97.7805	20.3445	28.8287	21.9027	28.3315	18.2438	205.964	30.4309	102.045	75.0755	145.604	173.358	239.171	143.912	86.4802	113.806	111.085	112.731	166.998	172.866	112.926	141.954	101.107	184.89	118.821	93.1647	130.125	153.753	190.889	235.329	116.697	149.051	161.637	209.617	152.379	1143.35	18.6997	21.4622	33.7041	19.7406	195.805	484.683	1005.16	550.74	3118.87	1404.03	1144.8	453.727	272.968	62.3124	38.0903	30.0087	90.3984	14.2924	595.375	109.157	830.811	5213.97	161.306	259.84	128.658	431.497	754.163	455.653	0	0	-524.371	55.5473	646.577	763.56	4487.27	1451.91	986.619	63.7338	547.452	-26419.4	0
10750	10.75	2.50537	2.47525	2.50887	25254.1	1	220.726	258.063	201.032	247.935	141.148	206.784	141.156	200.096	152.954	134.018	201.159	194.699	231.749	149.556	227.942	158.442	222.956	179.86	164.401	186.004	175.57	147.747	185.539	196.647	174.586	201.266	244.666	267.38	239.603	253.857	229.181	86.4661	96.1622	19.5722	21.8908	22.9195	24.2588	28.568	206.755	17.5962	114.027	114.661	124.013	197.9	266.507	147.72	85.9826	111.499	125.155	104.189	145.835	169.604	110.947	99.8317	113.984	177.54	207.721	95.714	87.9604	129.649	184.889	213.165	142.254	144.534	175.119	215.998	152.642	1059.39	8.8343	21.3384	33.635	36.6448	239.677	508.943	948.835	658.483	2826.89	1501.67	1084.86	456.595	272.287	48.0699	54.3651	53.5066	75.8985	21.3813	497.753	145.166	992.854	5272.64	127.545	256.889	129.649	469.133	719.038	478.198	0	0	-524.829	89.2012	646.722	859.021	4496	1466.53	1007.34	67.029	521.292	-25839.7	0
11000	11	2.49311	2.47525	2.49519	25130.6	1	211.494	218.701	232.893	251.467	174.884	171.752	177.066	186.155	198.647	172.57	173.091	248.614	192.631	182.235	201.194	178.414	216.079	167.642	211.76	187.792	172.183	141.502	168.97	172.251	226.551	223.401	258.455	235.185	199.667	262.838	261.29	67.0732	80.0407	11.7364	16.1847	39.7289	30.0914	23.8366	243.188	29.5801	76.701	89.5192	166.27	164.223	235.708	189.968	77.3496	95.1948	159.218	140.452	157.056	159.988	129.488	88.2811	138.193	183.279	168.241	156.722	103.84	113.727	174.405	224.484	142.321	159.527	162.609	197.468	161.354	1170.55	36.6082	28.5574	22.5536	16.9598	262.273	495.435	903.332	660.588	3333.5	1423.21	1127.59	455.464	299.689	50.1886	54.9947	27.931	68.1369	35.0127	491.261	110.585	896.428	4929.11	147.586	280.887	147.382	439.899	708.966	484.795	0	0	-524.722	68.0752	641.183	891.503	4492.54	1501.44	1006.12	72.4941	506.969	-26192.5	0
11250	11.25	2.46692	2.47525	2.46595	24866.5	1	240.999	223.089	238.315	200.091	152.942	209.136	171.788	211.144	158.574	175.938	171.122	158.084	225.306	198.32	163.329	164.559	179.659	209.998	191.086	188.051	180.156	163.074	171.588	180.917	200.406	205.625	277.679	181.678	218.895	296.006	241.171	95.6695	58.1027	19.2774	16.192	20.808	32.8029	42.142	190.675	34.8987	136.648	95.7763	177.779	173.943	229.399	212.014	83.297	134.185	145.536	118.489	132.839	176.259	126.168	113.865	117.121	125.382	167.387	131.219	131.044	113.329	174.273	263.441	138.048	123.879	171.26	249.506	141.706	1119.98	19.4877	23.2041	29.2892	20.7489	215.396	485.738	925.877	715.288	3041.66	1458.05	1036.81	426.999	281.004	49.8619	52.9977	18.7259	59.5844	31.1858	577.88	159.245	999.909	5070.78	162.004	225.801	137.417	497.721	757.936	430.497	0	0	-530.72	74.9295	636.877	857.002	4501.84	1496.44	964.771	81.5037	522.307	-26411.1	0
11500	11.5	2.4752	2.47525	2.47519	24950	1	218.601	254.101	203.403	273.763	156.264	205.882	167.349	209.054	160.282	198.384	205.214	192.624	214.445	193.515	180.362	184.499	148.746	192.77	165.126	162.824	156.652	155.475	218.037	188.655	196.186	207.799	196.445	249.696	204.656	253.588	237.9	115.797	40.7401	28.8465	42.2167	21.3867	30.5965	25.1215	267.746	24.0756	60.9298	88.6969	147.781	188.937	223.589	171.934	94.3868	123.886	142.382	126.518	157.351	174.111	109.566	118.777	158.029	130.471	158.547	105.399	101.74	110.587	201.369	241.617	139.584	138.45	136.343	213.563	126.788	1201.39	15.1879	15.7564	18.1716	24.6431	219.739	473.23	937.344	664.624	3060.67	1442.63	1085.05	473.32	261.946	73.3156	42.7889	26.2438	74.7908	24.3381	470.358	119.312	937.446	5059.54	146.262	223.944	131.3	405.95	757.386	443.839	0	0	-539.433	90.2464	651.267	898.992	4498.61	1461.01	961.641	69.217	537.738	-26241.8	0
11750	11.75	2.5275	2.47525	2.53357	25477.2	1	253.867	234.602	216.877	232.762	180.401	159.818	192.988	179.432	212.169	156.491	171.749	163.385	221.597	158.973	202.99	168.672	167.127	175.893	193.646	183.912	152.799	136.731	182.441	175.555	208.883	201.34	237.108	230.443	205.345	279.854	271.166	96.3516	64.0176	13.5672	24.6544	17.212	27.7784	14.1583	207.325	28.8637	79.4618	115.776	121.998	186.954	251.553	198.111	91.9641	124.473	120.967	117.774	167.648	201.483	125.754	108.572	93.0415	174.619	142.425	110.822	93.6396	96.4734	189.976	240.125	145.559	147.729	144.897	227.51	142.244	1179.88	29.0665	37.4974	20.8555	26.1541	215.902	500.557	892.469	645.437	3230.19	1432.21	1019.68	480.884	237.112	42.0531	50.3352	17.6002	72.9375	27.1889	530.604	104.086	851.231	5040.39	172.715	259.968	113.659	438.66	775.993	506.444	0	0	-536.805	75.3703	625.521	847.105	4493.47	1481.17	969.792	79.4219	554.574	-26253	0
12000	12	2.50432	2.47525	2.5077	25243.5	1	261.843	251.109	230.009	242.766	147.94	220.352	176.495	215.07	190.562	166.513	192.475	227.844	245.921	218.386	145.469	159.903	185.644	206.655	231.442	176.143	185.98	143.012	171.161	177.059	216.158	214.408	239.207	275.323	205.24	210.775	243.85	98.7789	63.2316	29.4356	27.8902	16.5008	26.0196	26.5332	217.005	24.3723	102.109	78.5255	149.53	182.76	272.159	157.389	113.301	117.059	160.519	111.255	156.905	167.094	104.331	119.659	104.744	144.628	186.434	126.802	107.902	130.656	191.539	212.717	117.203	158.955	169.34	258.699	165.292	1173.75	22.0401	30.8248	22.7334	23.1546	229.138	495.089	851.839	687.955	3116.15	1565.81	1035.24	412.459	314.061	31.4255	74.6664	31.2556	58.8655	18.2166	519.542	113.779	1035.44	4771.09	122.692	293.801	123.548	439.782	652.04	509.465	0	0	-531.123	94.6852	650.152	872.038	4500.94	1460.33	959.504	74.1809	536.261	-26406.5	0
12250	12.25	2.48171	2.47525	2.48246	25015.6	1	235.87	221.296	231.001	246.055	154.253	217.782	160.125	170.905	159.992	180.121	185.746	180.044	215.177	184.416	180.824	225.872	184.685	183.08	191.877	187.229	192.57	178.807	213.081	187.839	186.305	190.851	243.051	223.828	220.925	250.896	240.108	83.2362	87.8535	34.8616	13.457	43.1868	25.5967	55.3106	239.9	23.6177	75.2097	92.7581	149.592	166.004	244.206	222.971	110.985	127.298	142.081	125.899	127.303	172.413	117.063	93.3814	111.475	151.582	167.43	154.678	87.6503	97.5538	202.153	187.383	152.341	146.386	160.774	188.216	144.072	1150.96	22.9687	30.5785	18.3497	27.4787	207.538	523.036	855.36	628.188	3203.6	1378.95	1084.09	382.877	268.399	53.0333	52.2881	19.2846	75.0801	33.1191	525.499	123.839	910.77	5047.26	124.211	295.164	129.676	445.303	765.925	456.4	0	0	-534.024	97.195	631.325	860.311	4483.84	1470.34	972.711	62.7481	546.73	-26320.9	0
12500	12.5	2.45667	2.47525	2.45451	24763.2	1	207.117	213.734	224.663	245.338	177.077	196.54	145.843	178.744	166.386	130.932	166.043	172.007	190.751	163.158	168.521	178.95	205.828	226.824	202.1	176.577	152.174	164.148	179.424	189.542	194.565	177.608	236.094	227.497	226.328	230.423	239.283	84.3094	72.9706	27.6946	39.6146	15.7495	13.8232	20.3768	215.829	35.3107	110.392	94.6199	104.926	153.036	220.217	178.753	96.742	127.703	110.566	119.212	149.021	163.237	119.997	115.416	99.9865	163.365	153.393	134.389	109.736	141.691	200.79	229.176	158.644	156.606	161.487	232.854	189.895	1130.24	15.2614	20.9798	12.9086	35.58	182.223	498.818	948.215	650.796	3224.12	1383.15	1122.73	474.078	251.018	39.8533	47.641	35.8775	57.8972	19.3749	522.03	120.798	928.466	5075.12	112.775	267.691	118.491	422.963	738.826	432.662	0	0	-532.688	64.1621	639.489	842.466	4495.24	1455.05	995.509	64.5441	533.769	-26438.3	0
12750	12.75	2.50943	2.47525	2.5134	25295.1	1	254.234	209.066	241.394	273.774	178.317	211.597	178.987	161.02	163.403	158.099	224.318	197.889	204.13	164.017	172.032	166.15	194.586	158.291	192.367	200.189	160.765	187.437	212.739	202.887	207.314	191.02	227.341	224.416	240.224	249.804	210.83	125.125	59.4367	31.0589	29.2994	28.1105	34.6153	26.0611	213.64	32.1448	106.095	94.47	152.962	160.439	222.988	153.379	89.0023	135.652	156.771	130.92	155.664	196.007	125.564	113.854	128.34	185.135	158.098	124.132	134.248	114.961	235.742	198.052	185.26	153.637	159.453	223.802	154.539	1067.79	22.7695	15.7957	17.1591	20.0803	231.603	544.8	1034.36	723.479	3262.31	1623.77	1118.89	460.784	261.759	64.2596	32.2743	32.7817	88.8811	18.4034	617.328	120.825	1054.21	4700.25	162.915	269.067	107.089	415.276	805.76	493.338	0	0	-539.439	78.9001	648.435	862.53	4512.64	1475.9	975.057	71.6323	509.836	-26486.1	0
13000	13	2.46548	2.47525	2.46434	24852	1	262.957	221.717	253.239	194.662	174.906	165.38	165.905	201.052	168.265	174.355	170.836	180.172	217.593	167.224	179.96	150.888	181.762	190.38	177.046	200.449	184.481	158.252	193.415	177.265	216.757	182.145	227.129	242.823	247.83	229.535	218.393	98.6977	89.0812	15.357	28.288	33.5099	20.4609	22.565	206.794	27.4986	60.9061	145.107	117.337	157.925	241.392	178.64	85.5302	106.259	140.193	137.445	125.218	175.329	119.011	120.719	104.528	167.853	115.803	113.226	126.365	122.455	180.376	249.824	155.378	164.345	189.225	239.478	172.516	1061.05	19.6738	53.152	20.3826	47.6467	252.648	493.923	992.425	656.488	2918.06	1499.7	1006.8	490.743	268.853	52.3889	46.8258	26.6443	73.9002	17.0931	587.679	143.158	953.252	5099.15	107.9	206.46	133.337	403.996	791.355	459.743	0	0	-539.342	70.197	627.845	900.184	4520.89	1479.31	1005.28	69.4819	518.947	-26301.6	0
13250	13.25	2.51966	2.47525	2.52483	25398.2	1	232.463	225.047	232.461	188.592	126.91	189.228	147.383	164.965	181.586	185.025	232.627	199.067	246.562	176.2	160.639	164.015	164.669	231.9	208.393	182.493	159.712	125.094	229.185	176.217	217.001	190.373	255.55	252.58	276.276	264.194	208.725	130.429	57.8254	17.3923	17.8581	28.0042	18.8003	29.5359	256.612	26.608	83.8145	62.4536	118.535	154.382	204.052	137.345	92.8638	106.975	106.127	102.123	141.878	145.61	128.45	128.359	97.7397	141.926	140.647	111.627	84.903	98.9563	176.908	216.94	170.889	184.121	149.803	207.037	142.468	1120.33	22.4484	32.9957	16.3978	23.3433	220.823	491.464	959.251	683.279	3117.78	1368.56	1068.71	498.015	296.103	63.1746	56.718	14.95	86.0095	31.7418	556.297	127.552	847.254	5096.44	172.45	279.949	127.912	473.509	731.924	465.235	0	0	-536.944	75.795	652.619	871.514	4499.76	1469.11	998.238	67.9907	521.721	-26185.2	0
13500	13.5	2.46145	2.47525	2.45985	24811.4	1	213.396	195.115	213.074	230.523	165.225	247.981	180.531	187.901	188.745	177.751	163.792	167.358	179.447	164.206	213.388	181.426	167.432	168.626	188.922	205.305	156.431	184.521	167.45	145.743	261.29	181.387	205.04	242.396	200.712	212.174	230.536	92.8152	61.7534	23.7305	12.7598	28.1231	11.4411	18.6185	222.113	25.3279	76.4905	127.37	135.343	161.293	237.536	108.895	78.3827	123.482	135.047	129.112	141.171	165.824	121.958	84.3332	124.715	114.376	130.305	117.564	103.194	99.0701	158.203	216.502	144.38	165.521	164.134	240.258	138.416	1146.88	24.838	13.8027	25.8037	33.3385	220.241	522.989	947.071	753.173	3240.86	1527.54	1010.39	415.861	291.832	32.7501	59.9996	15.4422	70.9706	11.5558	564.759	136.225	908.098	4789.27	140.139	280.83	123.158	473.698	759.876	457.575	0	0	-539.708	78.6841	660.657	893.897	4513.17	1455.34	963.598	82.4484	525.479	-26325	0
13750	13.75	2.45228	2.47525	2.44961	24719	1	303.096	244.246	255.327	255.929	142.861	200.496	180.493	163.937	176.944	152.717	186.357	190.367	200.67	156.606	151.34	192.713	228.258	209.391	180.293	206.152	173.556	141.981	165.099	165.871	216.398	172.034	240.286	266.089	227.612	205.068	227.043	82.7172	76.9451	25.2948	26.5497	27.4173	14.9106	19.2353	220.667	23.0443	91.4705	90.8081	129.313	180.051	221.61	141.174	72.8337	107.385	128.6	164.622	140.549	199.969	121.555	108.513	103.42	152.475	124.868	108.595	101.02	111.545	223.357	201.749	165.679	164.781	151.731	195.587	152.269	1037.35	19.6691	12.7983	31.6088	18.1057	228.912	495.39	981.839	745.446	3226.95	1437.53	989.999	419.45	335.744	46.801	43.1448	20.0928	63.3375	27.8823	522.219	163.604	882.046	4999.51	143.95	257.727	144.402	486.524	737.474	462.171	0	0	-537.126	86.7302	657.932	894.68	4537.19	1436.57	988.362	70.2981	557.374	-26467.8	0
