step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
5250	5.25	2.49603	2.47525	2.49845	25160	0.5249	1007.71	48.8691	216.479	193.079	206.863	213.32	191.675	174.914	172.785	182.333	219.065	152.097	214.56	216.216	182.944	230.409	203.197	177.268	155.651	182.454	196.234	217.73	159.8	157.828	179.362	183.795	220.202	208.325	230.198	231.931	244.558	215.202	229.992	89.3732	87.8469	23.3359	24.7662	19.3688	19.3612	42.9273	237.847	23.7857	68.1082	98.5444	137.932	95.3046	125.373	148.28	111.398	118.367	101.876	139.701	124.866	85.1623	108.608	111.287	114.41	121.097	135.662	125.534	109.017	87.5538	72.1201	245.277	151.9	182.188	177.359	208.312	135.903	1208.83	15.6173	15.9974	18.6271	17.0223	1342.71	769.598	58.3698	227.378	553.358	906.326	465.066	468.674	760.533	835.547	416.809	339.953	43.6197	41.4865	14.3002	84.1739	29.346	267.016	102.662	358.435	262.996	123.782	193.875	151.628	515.836	2781.03	403.558	0	0	-582.938	59.8827	646.718	782.682	4389.84	1537.99	820.583	28.6485	195.242	-3039.2
5500	5.5	2.4878	2.47525	2.48926	25077	0.5499	975.531	48.1606	211.044	204.115	231.859	254.545	167.938	187.423	189.323	167.046	187.527	190.431	203.381	193.306	173.859	188.898	168.135	185.607	178.758	199.883	190.328	215.806	149.16	177.143	167.986	152.944	190.072	180.456	224.762	197.437	195.732	221.739	224.668	99.8951	79.8009	35.4858	12.4196	20.8564	22.6275	34.4416	189.525	23.7389	102.691	103.843	101.462	114.269	147.041	138.816	97.0771	92.7838	85.6775	125.162	133.203	103.442	77.8186	93.866	88.6958	119.336	153.562	113.332	119.704	94.4363	112.553	230.528	135.941	140.078	151.889	246.957	142.903	1362.53	28.609	28.4634	23.5212	22.9995	1318.7	757.748	55.2542	250.979	514.96	938.868	468.116	478.757	785.78	884.204	475.064	277.246	44.3895	41.6402	9.22217	85.5975	32.0058	214.751	123.868	371.83	230.914	135.698	252.172	101.024	559.923	2515.64	431.635	0	0	-583.968	56.9262	661.007	862.875	4399.81	1536.29	853.867	26.8965	230.526	-3050.37
5750	5.75	2.46166	2.47525	2.46008	24813.6	0.5749	936.633	46.6915	214.906	210.338	201.329	214.193	121.643	196.071	193.59	131.134	181.875	178.516	132.537	197.692	174.66	185.203	165.587	174.249	210.924	190.981	182.655	175.87	195.185	152.918	160.301	185.407	175.05	190.036	210.318	173.891	225.324	176.385	193.013	94.8249	124.303	29.1177	31.3279	32.4142	29.1856	17.7132	233.237	20.4225	65.9764	96.3913	128.864	116.622	166.639	176.865	88.544	83.1411	106.728	111.83	93.6326	118.414	109.732	119.874	142.744	96.9914	140.105	143.96	126.334	96.876	95.1684	220.193	160.465	209.23	137.964	264.124	155.372	1181.65	28.7588	30.3249	19.4269	22.1228	1405.1	703.945	51.0093	205.737	508.559	906.924	405.666	467.934	889.957	912.735	429.594	317.303	47.9242	40.2722	25.4784	80.7901	32.3086	284.645	123.587	363.832	302.256	102.659	264.397	113.715	478.08	2309.61	460.963	0	0	-580.568	75.9012	635.264	804.39	4401.24	1541.31	820.791	28.6744	234.123	-3057.55
6000	6	2.5005	2.47525	2.50343	25205	0.5999	897.33	43.4963	245.191	214.54	239.662	222.862	162.452	157.954	182.743	127.981	163.422	153.817	165.581	204.15	165.746	166.252	207.386	183.089	169.037	186.069	165.847	191.438	184.018	152.877	140.298	210.376	179.882	197.215	203.616	243.164	225.084	227.945	255.057	71.0051	60.3086	22.0063	26.0368	24.284	13.3547	28.1239	241.689	21.2923	65.7416	88.7542	129.92	143.096	155.67	174.131	113.984	120.558	119.33	148.895	127.281	108.378	136.148	119.504	141.608	138.865	134.628	99.9346	94.5073	90.9102	94.083	231.325	116.592	152.818	150.513	263.562	147.613	1239.79	33.7003	27.0553	15.2083	22.8275	1396.46	666.045	53.258	225.985	469.224	927.674	458.962	410.961	935.861	834.376	432.67	289.196	50.2179	54.1413	22.7314	50.1541	16.7948	282.061	127.841	371.448	278.853	125.634	228.569	152.882	411.019	2135.08	467.354	0	0	-579.141	78.5777	644.045	776.531	4404.73	1532.52	796.278	33.929	260.666	-3080.62
6250	6.25	2.51027	2.47525	2.51434	25303.5	0.6249	850.853	44.2999	244.315	192.134	252.202	235.922	124.402	178.565	190.567	155.954	206.09	173.593	152.145	167.578	196.218	164.698	177.395	139.637	159.895	176.719	164.938	173.492	145.187	164.862	180.628	184.06	195.906	169.438	204.797	273.262	228.994	206.528	239.379	89.8423	66.3242	19.2292	20.3284	15.361	12.9887	23.5052	231.255	25.4311	59.2825	113.334	118.368	127.544	136.12	135.925	126.719	91.9704	101.41	123.229	105.961	96.2747	88.7308	108.483	77.3252	114.522	115.257	112.444	96.1887	105.589	106.467	231.059	139.583	171.702	166.417	215.292	141.513	1243.23	17.7987	23.2851	36.1068	10.3941	1315.94	615.173	52.9509	186.554	499.57	880.066	446.006	394.623	1021.88	946.374	452.661	217.786	33.401	42.1886	24.3772	88.5508	24.0426	263.032	129.216	395.026	242.306	131.376	204.273	121.588	419.109	2109.15	460.064	0	0	-573.047	73.0703	659.915	915.979	4394.15	1531.34	781.519	35.8721	289.944	-3024.15
6500	6.5	2.4475	2.47525	2.44427	24670.8	0.6499	807.812	39.1292	232.243	213.292	258.209	238.187	141.38	205.382	184.244	157.322	201.889	129.687	170.538	200.875	191.704	167.371	171.691	170.409	199.95	200.729	160.345	220.415	167.833	147.531	169.273	150.455	222.487	180.908	206.958	224.083	223.893	211.44	221.864	82.9067	102.095	22.4979	20.4873	18.7769	22.8821	24.7761	194.984	12.5714	75.6039	115.695	101.742	99.1767	155.281	153.806	96.0407	98.1837	83.7562	134.514	100.988	80.3212	75.7283	90.0427	114.124	117.226	139.85	112.615	85.5481	108.17	95.8295	229.798	140.942	172.518	204.691	202.043	152.641	1201.44	24.1862	18.7669	25.1264	22.2917	1357.68	576.598	54.6015	253.81	536.098	970.035	431.408	427.986	915.141	812.89	486.828	301.911	59.2774	51.4268	22.7811	70.4157	16.3863	233.005	132.784	383.214	250.565	115.443	283.3	119.3	469.22	1776.52	484.767	0	0	-579.291	68.695	645.852	837.724	4388.63	1526.22	791.909	39.3396	317.2	-2981.63
6750	6.75	2.50305	2.47525	2.50628	25230.7	0.6749	771.228	37.6252	249.931	217.946	204.931	235.432	151.507	168.711	179.853	156.209	145.469	163.017	157.939	186.845	174.041	153.109	149.222	186.246	188.924	160.127	150.21	177.362	163.372	155.26	183.718	154.886	183.004	189.037	207.644	183.883	243.518	225.494	238.631	106.482	57.8983	34.7111	23.8577	25.8797	26.8573	26.4286	208.739	20.5136	85.2475	117.721	104.562	91.0497	129.081	144.549	118.361	98.5085	126.551	106.667	121.274	83.2581	118.053	96.5547	114.536	152.571	116.23	102.353	120.804	115.266	113.54	253.989	187.43	160.607	145.905	248.706	146.431	1193.81	29.6645	22.3098	16.2098	30.0277	1384.73	537.412	40.1083	235.355	510.766	929.238	428.274	420.175	888.66	826.987	461.81	268.022	47.159	60.7898	17.1177	66.476	30.5983	212.88	166.379	438.152	312.182	106.412	260.397	101.353	464.736	1764.11	415.115	0	0	-587.75	86.3408	654.59	843.399	4392.15	1519.53	801.879	33.2186	340.494	-3035.86
7000	7	2.46527	2.47525	2.46411	24849.9	0.6999	718.887	35.04	214.231	205.561	236.796	225.283	148.925	219.889	231.672	143.141	183.798	193.797	175.796	162.369	185.206	179.447	182.734	184.684	160.066	148.507	187.078	187.581	185.441	189.72	155.526	161.313	173.246	161.499	221.477	229.162	248.2	239.288	215.081	62.8991	122.713	17.3872	26.5829	19.9814	29.8739	37.2719	224.653	34.5951	89.2612	97.2364	117.018	126.592	137.97	105.765	102.637	121.413	116.13	132.716	105.124	104.049	84.4466	96.2597	104.692	110.971	133.902	97.1379	99.8698	92.4995	89.9064	210.463	149.369	174.462	155.242	255.192	168.926	1161.35	11.1085	18.549	25.6163	19.8945	1362.34	502.382	42.9247	192.303	506.019	948.442	473.922	455.041	912.151	933.691	416.466	241.921	47.7498	50.5566	17.0765	73.941	21.7184	267.675	138.61	386.71	241.153	115.229	265.138	127.532	442.03	1583.28	422.069	0	0	-590.088	59.2054	658.911	919.921	4374.94	1493.64	797.871	36.6565	338.687	-3007.94
7250	7.25	2.49209	2.47525	2.49405	25120.3	0.7249	671.599	32.8226	235.918	212.044	216.178	234.225	145.933	234.066	175.351	196.352	191.827	155.957	169.927	239.985	159.29	202.057	187.987	166.845	178.174	217.601	181.814	175.929	146.459	153.03	146.253	197.963	212.255	151.588	243.586	214.333	231.331	257.557	260.313	81.9228	58.0408	21.7382	20.278	24.7678	19.9432	24.4516	229.792	22.2606	77.8327	97.6945	92.3413	111.898	159.503	136.411	98.6696	101.715	91.8888	165.871	93.0116	90.1684	114.349	107.19	123.2	128.736	148.055	102.345	109.494	124.522	94.7833	203.582	162.492	151.097	143.563	203.133	158.235	1136.59	24.8348	33.7179	15.3793	24.6571	1320.74	487.931	40.5495	243.322	530.234	961.959	535.772	431.822	869.039	905.872	431.414	276.142	51.6381	35.811	22.69	88.3615	25.6385	255.6	133.616	390.429	224.262	125.317	270.252	130.336	484.475	1457.03	474.538	0	0	-595.943	76.2027	652.732	840.63	4388.39	1467.59	793.115	36.3746	375.673	-3044.25
7500	7.5	2.50066	2.47525	2.50361	25206.6	0.7499	626.957	28.9753	252.442	254.892	228.025	219.984	144.211	217.578	182.779	169.235	204.259	159.827	182.489	207.138	216.433	181.663	158.543	157.06	177.974	175.069	222.752	159.289	158.46	156.194	163.272	152.07	201.77	173.739	220.619	238.963	209.771	229.338	259.168	67.3761	83.7518	27.5938	20.2402	24.1555	35.9689	13.9475	211.764	20.7197	73.8386	140.109	118.03	112.977	185.737	108.71	90.5851	104.505	104.482	101.326	72.1728	101.396	99.443	143.112	92.8426	154.418	113.119	102.62	109.994	113.529	103.828	248.33	160.686	189.668	132.444	230.185	147.942	1111.56	34.8835	15.5685	18.9636	14.0812	1293.44	462.381	34.6105	233.99	532.762	932.521	508.73	446.998	890.006	908.967	422.93	269.11	25.155	44.4231	17.7898	64.5354	19.8914	222.538	128.94	329.681	257.055	157.54	230.354	141.902	409.198	1316.02	493.822	0	0	-585.774	71.254	664.597	846.378	4402.57	1486.71	823.519	40.1636	387.317	-2998.83
7750	7.75	2.49493	2.47525	2.49722	25148.9	0.7749	569.488	28.9429	214.291	220.571	235.05	235.841	170.011	182.728	177.979	151.216	154.519	144.974	188.036	194.332	142.078	183.279	194.259	188.076	208.305	214.587	173.49	210.958	172.623	154.605	165.831	166.387	196.11	170.904	255.419	250.474	199.484	222.443	246.184	66.9387	69.0301	12.2706	14.4779	24.7899	11.4855	31.8475	199.9	39.7628	112.966	98.9269	125.205	107.783	141.438	143.523	103.776	125.22	96.344	101.239	108.377	73.7678	67.7863	108.821	93.5433	103.211	175.743	99.4671	76.3853	116.546	99.3484	220.65	145.657	146.433	170.252	227.432	154.348	1094.35	22.3149	30.9404	34.6067	19.5023	1225.83	440.821	31.1864	227.303	404.434	964.774	478.959	442.177	802.822	943.114	387.886	243.454	69.5397	46.4029	35.1024	75.7654	31.5613	240.824	107.77	429.668	244.091	118.623	300.434	147.926	373.986	1261.49	437.738	0	0	-583.373	72.7026	634.311	848.023	4396.27	1494.24	813.982	40.3687	448.589	-3036.19
8000	8	2.4433	2.47525	2.43958	24628.5	0.7999	517.932	25.9062	225.502	183.487	227.095	229.814	160.806	245.22	174.204	176.923	208.153	160.394	180.858	181.344	182.775	208.29	214.824	189.114	157.443	213.345	214.014	171.516	172.169	172.519	163.25	214.05	178.862	218.681	273.274	220.25	243.551	191.858	224.807	113.929	56.3916	25.8908	26.6865	12.3057	26.0775	38.9795	184.61	24.2599	109.645	107.496	102.168	119.165	109.36	145.542	95.832	113.565	115.221	144.714	129.25	128.793	91.5767	112.378	104.586	130.262	129.969	130.2	107.108	82.9635	101.347	209.254	141.785	151.041	147.411	230.237	130.001	1082.37	18.0044	24.9939	18.3534	19.428	1148.71	396.58	28.5938	266.957	541.46	929.894	485.918	417.096	854.046	950.336	483.617	262.819	81.9271	73.0093	29.1749	77.0463	27.2893	253.576	120.823	370.598	254.878	125.255	227.947	127.26	461.3	1121.02	362.617	0	0	-586.829	56.9361	649.447	906.417	4390.48	1489.36	782.898	44.2564	441.587	-3073.83
8250	8.25	2.45302	2.47525	2.45043	24726.4	0.8249	469.693	22.0416	223.977	192.959	243.02	168	151.061	196.033	175.467	192.672	151.581	168.542	170.323	144.848	212.047	191.087	177.92	168.306	170.098	185.884	227.71	208.367	145.925	162.894	176.571	164.448	213.686	190.595	226.502	285.626	224.27	294.3	227.497	89.337	64.8118	21.8103	35.5108	24.9714	25.6642	25.9347	210.906	26.2053	87.9022	97.6301	116.982	93.3655	158.681	182.751	125.903	113.537	107.939	101.57	91.5877	115.595	102.027	88.85	94.7947	131.972	106.606	91.1575	104.182	94.6993	101.897	190.175	138.928	176.991	127.715	260.735	125.684	1208.63	17.3903	19.5544	28.2399	37.1029	1119.12	346.641	24.9338	235.851	408.18	1057.74	403.529	448.302	815.852	945.347	442.02	305.192	59.4119	70.3696	43.7579	90.5151	20.111	243.595	125.472	342.397	263.78	122.014	255.094	104.083	455.593	989.117	489.523	0	0	-606.96	75.1947	647.834	829.083	4355.22	1465.93	785.197	55.2408	457.764	-3058.91
8500	8.5	2.47147	2.47525	2.47103	24912.4	0.8499	406.217	18.3471	203.217	230.923	244.456	183.093	175.936	188.55	156.899	187.01	185.324	142.229	188.21	164.935	178.998	154.201	150.75	162.46	195.45	170.422	171.036	200.977	155.962	153.863	176.967	170.525	204.49	191.806	221.613	203.389	254.347	221.86	205.887	103.866	80.3964	31.0396	22.8252	20.6993	29.7434	20.6066	204	25.3224	83.4938	109.583	113.697	110.226	121.578	182.009	76.2267	123.478	98.0282	130.661	106.595	94.4884	82.999	82.9681	89.9741	113.12	139.294	102.845	111.317	90.3431	123.774	204.518	161.055	166.225	136.048	233.041	152.908	1104.18	24.9777	23.5067	27.4854	34.4322	987.887	313.717	21.1395	213.843	551.002	898.104	441.353	461.31	852.616	931.209	418.69	276.531	44.5327	59.3358	19.0097	70.6161	20.6342	271.765	134.531	360.773	252.415	130.228	251.031	111.807	409.91	972.004	418.782	0	0	-595.194	76.6422	652.346	873.631	4382.85	1478.93	799.17	51.5711	504.601	-3059.92
8750	8.75	2.51495	2.47525	2.51957	25350.7	0.8749	343.993	14.7888	301.792	245.038	210.071	229.493	206.499	183.016	148.78	160.607	166.128	177.449	210.23	184.02	188.609	188.916	183.505	144.451	178.289	169.162	164.648	215.337	161.679	149.922	210.672	193.116	176.977	170.355	187.574	249.104	249.771	235.342	246.283	91.5572	57.229	26.1851	21.2131	30.3597	22.8031	20.9658	210.725	25.8033	83.5727	98.6334	102.791	100.254	139.943	127.658	83.598	88.4476	94.9452	114.556	92.3712	99.9633	100.454	97.1138	118.87	129.521	142.663	80.5469	115.022	101.669	134.425	265.529	151.255	163.23	173.489	220.68	148.597	1038.42	18.2039	27.7178	32.2369	26.6951	912.236	263.555	20.9898	219.205	480.161	951.808	462.173	455.24	902.228	963.115	394.846	229.292	48.0997	49.1717	33.6786	64.5903	26.9665	240.443	126.813	334.347	243.523	114.038	221.166	128.436	412.292	881.998	456.235	0	0	-582.682	95.1758	660.443	805.283	4385.29	1439.24	796.261	70.248	513.729	-3087.6
9000	9	2.46644	2.47525	2.46541	24861.7	0.8999	282.894	12.2813	221.097	228.699	187.948	213.229	176.344	197.913	188.295	174.815	159.557	133.74	173.675	181.674	190.826	209.691	140.206	223.245	183.239	164.312	157.663	179.561	152.342	155.265	176.182	172.734	206.43	170.552	239.138	232.779	186.409	229.173	212.71	98.4851	83.1596	18.4221	11.9238	18.6815	36.5665	41.3676	191.064	25.1012	70.4432	146.212	117.824	86.5361	116.923	149.694	116.049	96.0564	90.4404	108.767	80.3095	114.75	83.8704	105.837	133.882	124.606	134.848	105.25	122.93	85.4849	78.4347	231.677	155.29	144.306	163.52	196.667	136.627	1160.95	15.2639	23.0127	30.458	19.757	765.037	200.839	15.701	225.244	511.468	988.332	453.813	466.397	790.063	812.478	448.307	266.355	61.9223	68.1738	24.1064	78.7597	21.0587	254.912	142.256	389.407	251.868	104.827	244.854	106.851	402.303	822.11	449.824	0	0	-582.976	115.469	666.262	831.66	4370.71	1467.78	759.171	66.0116	552.595	-3074.75
9250	9.25	2.48706	2.47525	2.48844	25069.6	0.9249	218.571	9.17711	263.919	230.699	192.926	225.393	156.687	235.827	167.502	169.905	173.826	144.133	192.868	173.201	174.332	189.011	207.822	189.236	165.875	205.28	201.608	199.785	180.95	192.033	164.835	165.541	219.95	163.558	206.736	239.678	230.74	213.352	238.964	83.8587	68.7905	24.9683	11.5881	17.0469	22.3892	11.6157	215.138	12.2863	65.0116	142.309	99.3537	116.999	138.076	153.814	87.0775	99.0961	114.275	115.631	119.638	92.5069	88.2443	113.153	89.308	149.37	135.55	100.81	132.706	102.825	85.5295	246.866	150.032	152.669	158.232	205.89	155.009	1065.34	14.5013	29.3838	17.7932	25.5031	656.967	160.512	12.5262	212.652	531.738	905.769	480.063	452.211	907.54	984.19	485.206	281.442	43.7619	66.4296	23.8434	57.2347	37.184	279.309	133.005	357.158	247.925	119.076	266.694	127.914	450.075	786.922	475.108	0	0	-582.584	48.3095	654.306	792.225	4369.41	1461.82	762.529	63.0852	566.021	-3090.47
9500	9.5	2.44494	2.47525	2.44142	24645	0.9499	147.604	6.3755	195.935	233.353	240.025	253.838	181.065	250.822	156.467	178.862	159.489	184.783	170.854	200.806	194.115	142.329	184.632	163.624	169.076	198.784	214.815	166.947	169.549	137.378	193.171	202.952	207.256	176.755	222.785	210.62	184.139	238.619	210.99	105.914	87.7949	23.5971	25.2783	23.6661	32.393	25.7177	195.438	32.7015	78.0326	125.269	88.5152	120.578	123.317	151.9	85.4964	122.506	119.561	115.88	119.02	128.274	69.8149	86.8049	112.685	129.481	113.699	85.8624	115.531	116.081	99.061	246.397	135.633	140.498	149.842	217.396	147.455	1098.06	20.5981	16.8098	40.587	21.5691	480.584	109.654	9.43619	245.144	464.831	925.487	381.415	440.829	824.265	947.329	509.787	279.159	44.2893	32.3288	27.2388	89.9395	23.4929	228.064	117.8	414.228	274.765	122.959	263.143	166.315	462.91	669.121	460.215	0	0	-581.591	81.5412	668.884	834.547	4358.65	1462.6	754.132	69.4585	596.56	-3102.92
9750	9.75	2.49841	2.47525	2.50111	25184	0.9749	77.9513	3.39284	197.682	198.128	203.549	279.796	167.536	176.236	172.586	165.178	192.312	158.335	202.776	193.569	181.207	186.719	171.572	192.695	171.744	194.934	173.423	201.289	151.017	142.524	191.065	138.287	208.808	166.91	225.261	240.746	212.395	232.051	245.152	77.2863	64.2574	24.1171	21.3121	31.6553	31.1478	25.6404	239.718	27.3151	87.0536	74.5793	103.236	105.801	141.205	149.846	96.3751	104.917	120.486	141.499	121.808	92.3747	96.3871	109.385	81.179	123.525	123.638	123.444	94.829	97.8934	98.324	252.785	139.561	156.127	158.078	250.208	142.306	1027.7	19.8126	38.971	20.8644	31.4111	263.868	54.2165	5.28696	225.688	512.929	985.333	404.385	447.653	935.31	903.21	531.319	259.084	63.5683	45.2604	22.65	83.4042	25.7247	241.721	137.525	372.642	253.546	201.594	329.704	142.786	467.827	634.53	469.564	0	0	-594.874	60.2175	652.881	744.787	4368.83	1456.22	724.311	54.7175	595.797	-3103.44
10000	10	2.45553	2.47525	2.45324	24751.7	0.9999	0.322649	0.0137205	210.671	207.083	240.96	217.852	153.091	194.989	178.499	164.812	168.875	178.044	208.429	185.903	198.828	191.085	182.293	186.498	167.942	217.555	175.443	191.179	185.081	176.292	175.513	182.61	194.839	153.491	196.003	249.936	258.372	169.324	247.658	53.7306	80.8834	14.3002	30.8416	17.3497	51.9583	34.2084	245.823	16.0589	85.3917	90.9459	98.8976	116.176	113.551	193.337	97.2657	93.2725	115.736	147.714	98.2895	89.7028	93.5102	95.3182	99.6247	100.386	147.832	118.651	111.492	80.5224	93.6792	214.226	135.75	132.133	166.564	241.854	167.109	1061.09	37.7426	19.1177	40.2733	34.9563	1.20784	0.243755	0.0199687	209.959	543.661	929.186	421.183	463.724	921.631	1047.05	466.047	287.831	35.5127	62.2483	28.6456	79.2014	12.4504	260.697	134.972	378.172	275.606	133.379	272.844	88.6036	459.218	599.468	448.029	0	0	-592.434	81.169	656.308	789.869	4369.98	1474.01	776.489	58.8711	658.537	-3132.2
10250	10.25	2.49489	2.47525	2.49718	25148.5	1	0	0	233.691	246.046	223.596	232.923	150.697	234.7	146.063	195.432	166.529	166.933	155.028	172.107	171.79	175.083	177.819	164.062	177.788	206.309	185.286	222.49	174.324	155.787	152.311	158.742	172.848	164.248	256.395	223.955	191.857	197.428	183.028	123.006	89.4764	18.3488	25.3302	19.1788	27.5487	32.1022	232.919	30.9678	78.883	86.1154	76.8647	72.4756	106.625	144.039	114.956	109.376	96.1556	150.249	80.4232	124.659	118.952	119.077	140.138	122.151	140.45	110.322	102.553	108.038	122.459	231.775	167.736	162.66	118.848	187.238	131.405	1018.58	16.3772	22.4278	27.9245	31.8884	0	0	0	242.468	497.838	1005.11	475.643	439.021	867.422	946.917	433.959	317.279	45.2351	33.079	31.0737	71.4082	11.9364	252.019	125.144	389.434	240.246	101.895	268.148	85.1124	416.856	507.491	465.481	0	0	-596.94	71.3495	683.118	806.141	4382.99	1459.42	743.206	51.6188	634.396	-3131.08
10500	10.5	2.42052	2.47525	2.41415	24398.8	1	0	0	226.633	248.748	256.294	257.173	140.387	143.088	194.03	152.87	136.663	166.432	181.702	223.415	196.454	208.691	209.361	192.556	154.454	184.207	192.505	161.474	173.67	161.842	144.666	186.224	163.425	163.586	210.662	230.92	207.022	253.253	218.504	117.525	57.0914	29.0195	15.6752	26.4952	11.7865	26.7236	178.17	19.4144	88.7464	147.084	121.946	96.2796	146.462	112.349	90.0666	113.539	125.617	160.185	127.79	105.892	105.366	124.572	105.908	124.4	147.072	92.1136	102.256	111.616	111.857	202.232	162.176	154.571	143.184	211.449	132.3	1051.09	23.1514	24.5133	33.0019	24.7091	0	0	0	232.688	477.279	1007.26	486.671	473.61	853.872	931.895	419.068	252.624	64.8259	45.2857	13.0995	101.15	32.9526	262.576	126.448	382.335	234.615	119.942	228.571	108.378	533.243	516.693	439.596	0	0	-605.779	86.4381	668.933	802.105	4387.98	1485	747.23	54.6722	622.015	-3106.32
10750	10.75	2.50667	2.47525	2.51032	25267.2	1	0	0	272.273	212.153	262.563	251.342	147.699	178.237	177.213	151.426	139.894	153.249	195.584	174.111	172.244	177.388	202.51	180.945	151.905	155.631	198.954	204.716	156.239	189.57	166.261	197.898	197.416	132.954	242.541	221.46	189.819	236.006	266.622	64.6998	62.0219	33.5671	24.6437	13.0616	31.0302	31.7536	259.564	24.3725	70.8538	68.9591	122.175	114.132	110.822	132.078	118.042	103.908	121.558	137.451	93.3788	80.6694	101.991	104.373	95.1567	115.943	130.447	101.145	91.3061	117.919	100.603	211.662	142.589	161.134	131.469	253.152	163.192	1051.14	39.649	18.9283	11.8041	20.7513	0	0	0	249.066	608.025	930.928	456.123	421.115	800.68	901.037	495.059	301.116	39.0106	54.1887	23.171	97.7633	20.3393	260.044	135.39	373.309	219.49	108.508	252.584	142.685	470.254	489.189	459.233	0	0	-614.266	96.5736	666.417	732.626	4382.04	1487.46	755.274	65.4312	606.105	-3133.73
11000	11	2.51527	2.47525	2.51992	25353.9	1	0	0	232.473	206.016	240.263	237.076	157.266	189.012	173.868	148.014	164.579	147.384	182.772	186.363	177.062	151.002	170.178	194.973	177.821	204.925	171.538	180.214	126.574	164.107	161.486	195.7	203.884	179.474	204.071	255.135	171.937	264.846	244.346	77.6942	100.943	17.4324	21.7272	18.5793	23.0268	29.1337	186.419	28.7374	102.427	103.143	96.3981	102.694	132.249	144.818	88.7809	94.659	100.958	86.0034	102.361	86.6391	124.579	99.9808	115.383	134.418	119.546	85.282	92.3929	127.344	126.739	218.093	143.714	153.523	165.237	212.04	132.536	1023.85	23.8739	10.7613	32.6774	37.2583	0	0	0	252.911	545.664	902.319	449.509	472.263	870.602	1006.57	424.06	321.617	60.4024	51.177	21.1145	57.4317	15.0121	219.957	113.563	367.225	236.202	115.971	220.012	129.253	395.066	522.474	440.986	0	0	-608.447	64.6199	673.397	788.203	4392.25	1513.75	805.026	61.8004	625.541	-3210.39
