step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
71750	71.75	2.46841	2.47525	2.46761	24881.5	0.71749	545.258	22.4836	255.869	209.508	192.01	244.356	132.811	226.618	181.021	167.918	177.024	157.404	208.283	203.367	149.759	174.38	174.905	167.795	203.458	175.59	175.54	225.613	201.35	158.438	174.907	186.737	213.803	177.318	178.558	212.728	212.385	257.712	221.302	96.4441	79.0249	15.4933	25.3372	54.0548	24.7845	33.612	209.855	21.5515	90.2054	99.5382	114.161	139.887	116.132	128.574	94.1375	86.0798	102.38	116.531	74.0947	85.2853	109.385	97.0431	89.7876	131.228	150.304	92.7583	107.998	142.449	104.423	227.631	121.093	133.072	168.246	210.088	156.512	1082.31	23.4209	18.7727	12.5255	27.4251	775.582	353.984	47.2518	232.939	523.035	820.187	473.828	503.011	971.644	865.619	431.797	287.732	35.952	47.7785	25.5934	59.8347	13.8589	225.642	112.026	390.244	224.719	128.696	231.797	90.6171	458.511	669.533	464.891	0	0	-604.086	67.3203	664.246	737.344	4329.92	1311.58	759.119	41.4825	393.901	-3782.16
72000	72	2.49149	2.47525	2.49338	25114.2	0.71999	542.632	22.1192	240.233	212.663	262.733	233.032	155.153	184.616	169.513	139.884	151.83	194.172	222.322	184.441	168.285	213.955	208.979	190.646	190.638	207.075	209.545	173.725	155.383	181.267	184.725	186.168	236.378	155.169	220.467	249.176	238.919	205.137	234.674	81.4808	60.1555	25.6537	27.3122	32.3956	52.6776	26.4331	219.278	22.6765	113.718	81.5425	108.197	93.7117	97.1144	144.17	98.0727	118.137	117.199	118.585	133.9	135.336	96.1966	86.8011	94.4242	150.089	160.238	86.8285	83.7962	102.874	94.323	232.149	131.117	163.07	157.185	222.566	164.498	1137.78	22.1707	19.7381	14.4308	40.4088	748.789	357.27	49.4594	215.726	555.526	975.716	403.975	423.159	884.504	892.285	422.603	246.735	42.7616	32.7169	28.0315	58.769	41.1181	291.25	114.505	379.692	225.906	171.145	255.975	150.177	475.409	625.382	446.338	0	0	-603.586	94.7624	661.374	765.294	4336.05	1317.86	775.443	44.1466	388.18	-3790.01
72250	72.25	2.46638	2.47525	2.46534	24861.1	0.72249	546.589	21.3159	202.881	206.484	271.44	186.095	144.629	169.349	155.231	166.229	163.622	163.934	191.006	200.313	173.107	136.129	188.225	183.494	188.734	169.772	130.51	179.817	157.928	171.052	152.044	182.071	175.746	153.072	193.23	214.562	237.892	235.828	232.145	97.2543	75.6298	7.73745	14.3324	22.8692	36.1099	18.1703	235.558	19.3924	83.5874	83.9164	117.69	136.227	131.563	160.658	88.3645	89.0351	101.769	91.8655	128.308	113.05	80.0866	92.7728	111.025	149.414	141.74	100.851	103.304	85.2051	96.6012	188.407	116.351	144.669	179.596	247.233	120.639	1076.48	11.4853	35.2202	23.073	16.7097	682.304	337.094	47.7455	260.25	505.267	891.157	421.876	415.793	826.34	847.499	440.093	267.864	38.6426	29.4458	26.6591	69.4521	23.333	275.438	107.425	382.985	229.366	137.99	251.409	141.248	470.402	654.163	469.435	0	0	-597.541	76.1615	645.697	689.521	4310.13	1317.19	738.099	44.2463	385.221	-3752.85
72500	72.5	2.48527	2.47525	2.48644	25051.6	0.72499	545.832	23.4483	204.946	238.373	227.884	194.486	146.056	188.457	168.264	154.801	188.957	154.598	228.901	175.955	189.798	206.13	161.512	203.594	183.182	134.598	185.436	176.99	183.616	171.419	177.268	212.675	208.28	150.973	190.717	246.144	228.212	222.999	236.081	99.3936	58.7026	22.3512	26.1854	46.1138	18.9068	14.0198	223.239	18.3092	96.5857	84.5277	122.127	124.59	131.966	119.269	84.5573	103.962	117.42	122.877	105.071	76.6032	93.434	138.093	107.879	93.7332	132.94	119.347	109.536	100.146	90.3906	201.008	125.079	147.248	151.824	184.09	130.225	983.241	24.6154	20.2075	24.1814	26.3044	745.63	342.148	41.9613	241.915	546.39	964.933	510.03	457.599	858.706	880.278	484.676	246.029	45.3902	64.2454	44.2414	99.748	18.7085	185.018	122.664	308.771	233.262	108.916	244.182	120.149	420.664	705.048	401.253	0	0	-603.266	53.5224	675.611	785.48	4313.5	1309.17	719.28	49.1785	374.055	-3705.17
72750	72.75	2.54226	2.47525	2.55005	25626	0.72749	545.314	23.3867	239.463	240.956	213.792	224.191	135.973	178.133	167.179	153.402	138.67	160.649	183.655	182.881	178.651	155.45	175.636	172.657	190.576	188.323	193.925	165.539	153.1	137.762	121.782	180.56	173.056	157.112	241.904	255.259	203.53	223.607	252.306	113.113	73.6596	16.8297	22.9599	15.6637	16.6184	27.0235	219.662	12.1316	66.565	95.7085	83.5226	98.8012	122.815	131.022	115.116	106.329	94.3601	125.217	98.9062	68.9322	88.4841	101.171	115.296	89.2751	141.134	97.7548	98.6975	100.865	114.65	224.503	141.093	163.561	145.433	206.39	133.131	973.257	21.9401	22.5449	25.4669	32.2817	709.366	351.894	40.4987	220.74	507.852	912.772	482.948	460.837	838.509	863.086	451.784	290.279	48.5247	49.4142	23.0383	69.4228	21.4655	245.23	150.883	440.787	284.706	105.077	261.946	131.751	452.293	656.883	521.929	0	0	-596.989	74.0002	674.561	730.908	4304.06	1307.68	723.73	37.5461	376.47	-3728
73000	73	2.49099	2.47525	2.49282	25109.2	0.72999	552.98	23.2082	256.966	242.388	222.434	251.599	158.001	179.859	157.609	149.106	170.745	163.6	230.413	200.458	175.063	182.832	165.173	150.361	174.814	182.013	152.572	192.048	189.232	148.627	146.699	159.634	199.642	166.976	235.506	247.735	210.349	210.275	247.228	62.658	83.2754	10.9313	20.9981	17.2999	21.8926	34.3394	235.391	40.9095	90.411	88.1226	111.365	118.907	135.863	163.766	91.8512	111.573	136.279	97.5226	102.456	107.019	103.38	98.033	104.416	113.516	158.718	117.892	113.418	106.649	98.7638	213.176	124.762	110.356	155.668	214.67	137.929	1083.53	32.8654	37.0904	20.4022	16.8346	702.375	337.746	40.0443	236.956	444.859	982.783	484.34	414.3	947.256	843.404	419.845	255.812	46.4849	51.0209	15.0087	61.7552	25.4708	273.11	117.582	446.318	215.34	162.655	266.798	130.705	476.844	649.913	381.013	0	0	-604.026	76.4291	662.649	812.666	4298.91	1300.1	703.444	34.2885	393.474	-3766.79
73250	73.25	2.42363	2.47525	2.41763	24430.2	0.73249	544.022	21.7422	205.309	243.107	211.041	186.783	139.192	201.645	154.195	156.829	162.164	161.954	189.485	173.993	184.736	199.682	205.598	226.324	143.423	180.662	191.944	199.425	158.707	128.596	180.7	187.29	186.039	203.368	237.036	205.247	237.559	220.264	255.734	74.4167	72.1367	23.8069	28.6215	25.9519	20.5653	32.6842	197.84	20.489	97.4818	99.6827	97.9815	122.811	120.245	154.285	101.493	95.811	112.645	132.862	78.3152	99.0841	78.1287	92.822	119.857	138.514	126.699	104.714	106.237	108.803	86.7172	235.608	128.666	148.6	169.241	210.959	157.904	1073.66	19.3793	28.5021	14.0848	20.4939	709.29	326.991	43.7583	213.815	475.19	929.279	542.824	442.061	828.231	942.189	474.203	198.758	60.9724	45.9714	24.3822	98.4644	16.6915	295.253	165.616	355.437	245.958	89.4173	238.162	119.872	423.245	657.514	479.305	0	0	-609.087	89.9932	665.533	738.773	4312.53	1337.4	713.927	38.4401	384.481	-3783.58
73500	73.5	2.45253	2.47525	2.44988	24721.5	0.73499	544.974	21.826	210.337	301.071	219.17	252.955	167.396	194.511	170.963	177.759	151.235	175.103	172.392	220.534	146.133	146.115	161.779	198.721	189.746	203.084	190.743	196.19	166.974	150.006	174.523	151.5	186.158	201.144	236.893	172.884	210.311	271.036	239.485	75.3718	73.859	28.1733	21.8135	29.4639	31.5507	22.9457	238.31	32.6007	70.7708	91.9099	114.734	132.833	146.655	156.781	83.7338	100.737	113.305	98.5459	104.746	88.0187	104.389	105.482	91.2955	154.977	119.649	128.086	91.3754	108.14	121.596	209.91	137.256	138.712	129.653	233.096	138.816	1010.56	24.54	13.596	28.704	24.4951	696.107	320.66	44.5213	213.604	502.799	938.438	403.182	469.326	955.085	794.877	448.619	261.681	52.3795	45.5582	19.2045	67.6363	19.6902	261.816	149.995	398.691	251.231	120.877	289.738	109.252	428.763	650.61	485.759	0	0	-608.749	81.4645	676.118	719.482	4311.78	1332.33	702.589	33.2857	412.961	-3742.42
73750	73.75	2.49576	2.47525	2.49815	25157.3	0.73749	537.936	22.7919	202.348	244.247	231.408	205.906	166.366	224.527	136.291	144.234	189.197	166.579	179.785	171.492	222.911	190.191	176.352	173.602	188.141	173.189	218.538	200.985	189.758	169.837	173.003	149.716	209.191	148.55	264.909	225.64	223.941	292.247	277.627	76.9124	61.9503	25.7945	30.7411	25.7749	27.0786	18.6148	234.021	21.6249	85.4362	85.8451	106.657	118.838	148.545	134.396	103.249	113.701	112.545	125.199	113.927	98.1957	105.06	83.4426	91.8335	93.276	117.124	100.057	111.957	80.5348	85.916	207.223	151.383	121.466	147.851	253.863	128.414	1111.44	25.8296	32.8704	22.3646	22.871	696.656	324.797	42.7649	228.563	516.235	976.824	405.122	392.011	843.235	926.539	481.741	245.189	48.749	39.5665	17.9042	89.8134	27.2453	236.101	124.94	378.895	252.035	111.659	213.542	118.216	472.84	651.63	468.183	0	0	-602.843	67.8876	664.294	743.091	4312.16	1303.79	735.89	41.8904	389.823	-3773.05
74000	74	2.47558	2.47525	2.47561	24953.8	0.73999	538.163	23.1211	249.717	250.367	239.821	268.066	150.318	201.939	159.827	148.468	172.731	165.558	189.244	194.167	168.321	208.129	205.837	173.159	185.758	179.256	168.826	184.256	165.96	176.457	162.726	218.52	170.805	156.962	267.521	215.417	233.117	233.791	216.041	92.3168	118.979	14.77	27.584	33.5176	18.8606	18.1202	219.088	25.1929	81.1864	95.7846	102.146	116.936	111.586	162.169	107.345	97.2676	88.5179	121.971	89.9476	109.46	80.0607	107.014	106.049	137.01	120.451	131.846	110.847	115.481	126.523	249.433	136.922	121.2	164.841	208.739	149.617	1060.06	22.1199	21.6256	19.2737	32.4684	727.863	330.591	47.1934	197.961	477.717	954.372	505.821	431.165	867.019	911.665	554.589	303.087	80.7722	38.995	45.1116	83.7467	24.3743	234.401	120.748	326.864	259.943	138.577	313.19	127.259	393.792	621.973	489.102	0	0	-607.002	75.8281	658.593	750.624	4300.71	1291.36	719.203	45.4182	394.123	-3832.33
74250	74.25	2.51034	2.47525	2.51443	25304.3	0.74249	539.391	21.6905	209.695	195.699	199.58	232.049	137.964	226.674	138.901	196.815	166.378	164.439	170.828	184.862	167.014	216.887	223.583	168.452	175.629	155.208	188.019	144.274	144.905	170.196	166.136	162.007	201.209	175.639	208.045	198.513	239.972	200.369	252.988	71.3828	66.7915	20.5598	38.0348	33.2093	21.3853	18.8325	224.996	30.7738	87.8257	104.415	88.051	106.899	139.852	163.578	106.285	107.96	112.848	145.19	111.95	124.88	89.2756	115.214	113.306	105.047	132.993	76.5633	109.924	93.5955	154.879	220.606	119.895	160.47	173.864	239.443	155.765	1006.85	25.7259	29.9162	12.3424	22.4421	739.771	319.838	49.0269	202.22	509.287	956.697	526.513	409.843	846.124	882.495	486.792	266.379	35.5615	43.3888	27.1745	66.6571	31.1247	274.39	124.357	344.437	267.477	118.946	262.289	138.314	433.339	561.464	435.109	0	0	-613.459	89.5913	670.057	778.734	4326.72	1287.06	725.479	43.3183	408.555	-3847.12
74500	74.5	2.51309	2.47525	2.51749	25332	0.74499	534.05	23.8301	175.133	242.736	231.111	236.065	173.318	175.021	192.359	159.98	151.893	143.045	171.569	179.517	173.295	165.346	152.384	221.756	182.03	173.363	177.296	195.734	176.367	148.77	142.45	170.501	151.288	186.938	187.628	209.331	214.455	204.453	268.963	69.8479	77.6235	19.9272	33.2946	20.9402	19.5981	22.4649	204.622	22.1154	98.7663	104.482	93.4828	103.483	131.131	111.841	92.084	81.7918	93.1737	112.883	88.3351	76.8913	88.2314	93.6532	105.273	102.76	144.7	116.574	101.048	124.165	124.198	228.349	120.111	157.767	157.331	263.237	128.148	1023.06	24.7001	17.8126	33.2285	18.6493	723.432	313.74	53.3504	226.804	596.479	974.252	487.806	457.438	865.762	963.214	487.435	246.588	42.9521	55.3429	34.4342	61.9075	22.0205	214.592	125.086	366.623	265.722	140.345	276.528	130.678	442.159	622.647	465.219	0	0	-606.091	62.8661	665.88	763.165	4303.92	1315.17	756.931	43.9682	397.631	-3834.57
74750	74.75	2.47161	2.47525	2.47118	24913.8	0.74749	523.187	24.5244	220.355	206.828	197.627	227.829	153.98	212.454	149.588	186.035	169.129	160.579	186.919	203.082	164.136	213.205	192.681	145.736	171.363	213.777	172.791	199.136	150.336	142.145	207.684	200.018	215.194	191.326	246.109	231.195	242.553	255.388	270.859	60.3347	70.82	20.1214	12.7378	14.0819	22.7137	42.3031	215.762	22.8649	101.67	94.2199	95.2721	92.1102	125.433	115.19	88.2019	84.199	94.9587	104.189	104.831	79.282	85.3558	87.9384	112.809	135.226	167.012	128.439	113.028	126.823	101.633	193.896	119.608	164.429	136.257	265.061	123.987	1044.17	20.5624	25.35	34.5994	29.1074	725.136	320.944	73.3598	229.105	523.226	974.048	443.543	389.382	894.396	911.121	476.02	279.159	55.5272	49.4011	27.4971	76.01	17.7579	287.174	146.658	431.326	291.426	101.449	283.862	114.288	444.3	581.037	468.336	0	0	-613.432	60.5283	667.854	722.427	4318.33	1289.04	749.633	39.6026	410.833	-3828
75000	75	2.47097	2.47525	2.47048	24907.4	0.74999	525.033	23.9139	200.384	202.376	232.308	225.008	140.744	187.322	179.344	144.931	188.507	173.107	185.145	176.405	195.102	187.626	158.531	197.413	199.677	194.508	195.075	186.172	188.103	165.422	164.879	169.163	205.03	215.179	166.153	196.988	230.365	192.035	217.249	89.0298	91.5721	18.5868	22.3271	21.5994	18.2766	18.6437	305.44	26.5952	40.0513	78.3958	108.596	129.229	133.431	115.969	96.8297	106.573	100.912	124.746	113.078	103.4	97.533	89.7012	120.551	88.2573	158.982	109.752	111.236	109.868	114.104	236.506	156.333	148.687	167.793	176.728	151.542	1006.33	33.5141	24.9631	13.7233	14.7228	715.328	322.925	58.6627	241.971	502.72	939.534	442.004	447.426	905.939	876.187	378.634	267.612	41.4397	54.6844	23.7763	83.9829	43.5692	267.585	146.724	421.44	230.047	169.304	258.894	120.103	373.82	606.038	476.108	0	0	-605.501	74.2271	668.319	788.342	4316.5	1328.69	754.21	42.6333	406.252	-3796.57
75250	75.25	2.45888	2.47525	2.45698	24785.5	0.75249	515.164	23.0206	228.735	241.845	242.98	212.733	151.946	197.597	192.873	151.893	157.934	160.713	168.338	182.278	158.156	187.777	199.377	201.562	161.3	187.833	186.477	189.465	166.265	130.926	140.244	166.066	167.438	128.378	231.749	209.321	207.933	215.572	250.479	89.8952	76.556	16.1967	24.672	13.5777	24.1835	10.219	230.189	25.4359	84.3921	106.011	113.755	111.98	122.002	118.613	99.025	79.8498	105.331	141.36	83.5115	127.882	67.075	117.123	111.075	102.53	150.038	117.994	115.417	116.714	73.6867	196.824	151.279	143.211	130.172	212.499	122.788	1039.9	44.3374	43.9997	18.9142	15.3801	673.944	322.288	54.8344	219.188	457.763	937.874	431.397	396.765	893.023	946.325	517.156	283.37	46.5946	46.6945	16.4954	91.8591	41.8567	216.092	114.041	352.567	274.43	186.92	277.68	142.847	485.375	593.799	450.989	0	0	-613.525	66.7842	665.073	769.817	4312.57	1272.64	721.19	44.016	401.665	-3756.91
75500	75.5	2.50033	2.47525	2.50325	25203.3	0.75499	517.432	22.403	199.005	252.58	211.261	175.112	139.731	199.247	154.342	175.591	190.393	192.006	178.126	208.658	169.185	200.028	165.197	175.952	173.916	189.616	186.127	187.384	155.115	138.919	174.879	210.568	234.992	181.971	211.526	281.738	230.975	211.958	213.473	82.963	102.379	33.5862	26.2103	22.5927	25.4252	25.9468	202.004	19.1122	85.5114	122.311	112.964	116.147	126.771	154.366	84.1424	68.2818	111.303	98.9908	105.974	115.62	78.7839	109.73	79.9772	134.417	125.471	93.6131	111.347	108.807	139.223	201.474	161.74	143.731	140.271	218.611	132.327	1086.19	24.2427	32.6263	22.1173	29.0578	699.934	317.867	48.7468	238.571	444.407	901.901	487.337	428.721	890.481	828.472	428.647	235.881	70.2602	45.5036	20.6952	88.7719	16.9589	222.357	139.458	395.74	280.139	135.924	269.306	138.648	418.633	569.618	485.544	0	0	-604.23	66.6807	666.638	697.568	4306.98	1264.73	763.238	44.6674	419.627	-3749.53
75750	75.75	2.47643	2.47525	2.47656	24962.4	0.75749	509.284	24.2951	237.957	202.282	210.435	205.923	140.413	187.616	195.155	147.527	155.721	167.781	198.61	157.02	194.924	181.761	145.305	171.089	170.166	191.191	164.875	184.166	163.064	167.916	143.652	180.214	189.309	191.095	249.854	220.765	200.225	225.567	262.998	86.5033	53.5634	15.1893	22.2011	28.3795	17.9586	24.456	207.887	30.0477	95.5643	88.5886	112.332	114.609	93.157	124.209	100.473	117.033	94.3242	101.453	105.09	106.692	96.2162	152.52	101.628	115.402	112.548	104.153	101.424	110.968	94.8498	218.941	139.136	129.816	141.446	243.949	157.724	1071.8	32.1368	16.1418	29.1831	34.6957	715.361	308.652	45.046	222.313	517.92	832.877	426.886	410.433	919.119	905.683	453.89	315.573	39.5994	38.188	22.0283	82.8693	30.8198	266.438	132.004	342.133	274.491	99.2598	243.261	123.736	396.468	548.146	428.993	0	0	-604.71	62.7079	670.267	760.272	4303.02	1281.55	742.94	43.7066	410.779	-3779.73
76000	76	2.4627	2.47525	2.46124	24824	0.75999	505.502	25.1568	273.281	269.925	199.878	198.087	175.352	189.647	189.047	143.518	159.483	155.947	176.016	186.565	166.802	160.076	199.489	178.225	150.159	150.286	186.085	180.534	191.566	162.754	178.154	164.257	210.082	138.552	258.28	240.033	260.063	251.653	220.874	103.055	66.0031	28.4877	37.5629	21.2345	5.77835	32.6817	225.465	23.0163	88.2224	87.0822	107.13	102.142	123.347	126.193	75.2343	98.4605	107.029	111.695	83.6428	112.708	96.842	99.1837	94.2638	133.762	116.547	122.407	77.5084	99.2231	100.152	227.236	138.288	143.896	140.999	218.563	115.732	1086.6	18.6154	43.1237	20.2796	21.2514	675.131	296.178	47.896	247.284	498.046	998.332	418.313	459.13	921.469	968.407	420.762	284.807	73.5024	45.3712	31.9244	96.2102	14.5702	204.643	117.379	398.586	211.594	137.84	269.644	141.556	462.148	596.361	472.576	0	0	-597.169	60.2583	674.459	706.737	4289.09	1309.56	749.383	46.55	400.27	-3770.71
76250	76.25	2.49407	2.47525	2.49626	25140.2	0.76249	508.999	25.631	228.422	234.063	187.341	163.268	147.027	178.548	159.316	184.358	184.351	170.571	196.782	208.773	209.241	167.183	170.791	169.006	196.234	199.428	199.312	175.484	168.764	160.231	141.72	197.702	217.22	168.59	242.756	237.13	219.144	245.048	210.759	94.0899	94.7212	18.3926	25.8081	26.8991	24.378	20.5162	220.018	21.2952	57.3829	124.676	125.194	105.81	121.107	131.801	124.971	105.009	133.991	116.067	115.657	125.657	76.5561	104.984	115.163	122.679	138.052	88.5922	110.867	70.6191	94.2547	242.497	152.694	134.138	152.479	216.433	156.953	981.084	22.2674	29.4981	26.9462	22.1464	677.011	310.074	42.9094	266.925	477.839	1019.99	446.367	454.594	856.778	870.097	495.075	328.167	50.4761	49.3525	18.8854	56.6898	20.9809	226.076	128.668	343.1	231.174	108.036	213.608	141.861	460.852	600.366	454.887	0	0	-602.406	88.4755	670.309	724.633	4310.81	1280.38	747.244	50.313	394.338	-3853.02
76500	76.5	2.46655	2.47525	2.46554	24862.8	0.76499	494.544	23.5979	265.583	212.638	212.622	213.937	156.752	175.664	201.34	176.884	180.474	168.164	178.983	182.774	160.741	192.984	187.39	210.651	170.755	204.82	222.693	175.783	182.415	141.214	186.524	193.516	198.085	171.546	208.625	205.269	202.947	265.22	242.8	76.5916	84.6944	33.2808	39.1288	21.166	15.5037	34.2065	242.443	22.3631	66.568	97.7673	100.404	105.696	146.331	152.739	94.654	90.7333	75.0507	110.459	100.842	107.226	80.4433	86.9175	101.505	108.68	130.461	104.579	102.491	105.07	78.9688	234.295	145.744	147.455	164.705	246.023	166.979	1081.05	22.8909	25.7324	17.1501	22.1053	711.342	302.995	40.2729	199.84	511.147	1031.47	405.732	350.75	925.178	870.962	452.583	254.823	47.9071	66.9415	16.0997	45.4091	28.1496	233.381	116.908	357.602	265.861	141.11	253.128	142.076	439.779	638.624	470.171	0	0	-607.724	70.2033	665.299	698.166	4304.6	1277.57	770.624	55.8761	402.362	-3905.12
76750	76.75	2.50978	2.47525	2.5138	25298.6	0.76749	502.487	21.5833	252.2	182.697	195.356	236.431	171.901	165.493	169.204	136.409	152.892	147.299	193.472	164.454	155.021	179.047	210.406	171.833	197.52	211.6	205.67	191.237	145.494	137.68	145.252	160.894	187.765	167.115	219.665	192.288	232.419	217.655	263.849	70.1373	67.4878	22.5825	22.0558	26.9423	14.3611	22.6978	202.402	30.4033	97.8808	103.874	97.6215	125.351	97.0964	150.514	117.735	92.7566	141.265	120.785	108.921	98.1997	83.1971	113.965	85.8976	129.493	120.417	89.8043	109.905	77.918	112.175	183.92	129.302	131.661	166.091	233.865	166.251	965.62	11.1783	20.7536	23.2644	19.6505	690.331	297.996	42.2163	212.634	546.806	1002.7	510.394	466.779	918.342	922.852	490.224	270.377	57.0448	58.817	31.5555	37.1107	17.7012	211.978	130.221	348.742	306.058	131.011	241.639	120.589	502.863	618.889	458.805	0	0	-599.125	81.6642	669.789	761.509	4279.93	1260.04	743.669	54.1041	392.133	-3886.37
77000	77	2.4776	2.47525	2.47787	24974.2	0.76999	487.612	21.0511	192.485	228.925	214.889	213.599	155.966	189.996	139.902	139.35	195.006	175.709	207.705	188.918	179.739	173.653	175.198	150.788	160.642	202.066	189.905	206.545	167.596	175.788	164.629	168.192	193.927	159.038	233.96	226.703	232.116	210.251	214.61	99.3745	69.6141	18.941	20.3026	42.8863	46.7857	25.3466	241.52	38.074	83.8698	82.041	96.5149	100.022	125.556	159.608	85.4651	116.642	106.664	111.215	105.07	92.2349	104.887	115.409	116.976	131.171	132.692	108.147	85.2565	97.8371	100.488	203.621	136.577	145.619	154.508	207.226	128.875	1071.74	22.1766	33.9252	24.8182	24.8961	711.627	301.236	43.1871	224.473	525.132	902.904	424.21	444.248	1005.1	917.708	445.042	287.636	59.7272	35.4687	49.8343	69.1219	32.4832	288.072	151.388	364.803	228.401	97.743	264.97	134.906	480.902	627.858	427.62	0	0	-595.215	99.3707	680.391	765.577	4312.24	1263.43	773.434	50.8313	414.362	-3900.24
77250	77.25	2.47106	2.47525	2.47058	24908.3	0.77249	479.636	21.0464	208.239	290.944	203.979	220.054	158.265	208.393	176.31	151.496	148.288	166.236	194.361	184.462	194.254	147.177	159.1	188.066	173.954	178.632	220.996	187.528	188.025	164.117	173.09	190.453	218.366	185.999	177.559	254.448	224.903	235.511	225.094	85.8722	108.707	23.7688	26.4273	24.5457	16.6436	15.7404	236.477	26.2498	93.0662	70.2917	132.096	119.556	115.565	117.97	100.546	96.5675	106.866	99.4083	108.732	89.9335	85.2905	90.4916	111.44	93.0696	136.559	87.7528	118.967	89.9358	98.9039	197.866	146.599	140.91	135.716	214.041	166.236	1048.56	24.1301	40.512	32.2746	37.7999	718.072	299.154	44.1746	281.401	495.213	902.92	385.829	473.33	934.311	879.815	463.419	298.941	39.9809	39.6744	24.8444	89.1248	39.1776	246.529	126.814	406.685	227.096	110.056	269.376	127.27	449.715	566.573	450.479	0	0	-603.822	67.9444	664.842	802.768	4321.2	1262.65	760.169	42.8535	413.386	-3881.09
77500	77.5	2.47077	2.47525	2.47024	24905.3	0.77499	476.027	22.6036	216.418	193.61	205.157	252.332	148.657	191.656	175.913	153.094	166.732	186.057	204.174	159.751	165.902	211.676	177.805	190.161	159.425	166.177	187.861	195.829	163.594	142.416	136.444	154.1	215.999	174.846	198.932	215.932	254.884	217.204	233.333	80.3518	96.2723	28.4164	20.0914	14.1674	33.8556	16.0353	210.185	34.0121	75.78	111.781	154.4	90.7677	161.889	104.723	96.688	84.1278	77.5975	113.61	94.8382	92.1133	84.491	82.4459	111.178	163.71	132.387	127.066	134.61	100.521	92.1081	211.992	157.064	157.112	136.974	213.677	131.567	979.761	23.0677	36.5539	17.6235	40.196	666.681	308.252	42.0749	223.28	524.094	927.541	390.614	335.987	947.985	966.389	411.715	239.576	62.0168	42.9699	24.0582	81.9066	40.7266	258.747	78.9146	417.993	289.892	149.845	240.26	123.67	471.563	537.035	470.504	0	0	-609.966	98.5942	669.427	774.203	4305.37	1282.33	750.975	44.8648	405.54	-3854.36
77750	77.75	2.47449	2.47525	2.4744	24942.8	0.77749	476.386	22.6107	214.63	227.128	213.686	166.598	183.153	210.431	165.687	144.665	145.783	157.365	177.294	199.579	209.249	187.19	188.591	168.467	150.87	196.454	201.963	176.002	170.844	151.689	177.266	200.487	194.949	194.559	208.056	227.484	240.044	225.062	208.972	108.814	80.6642	41.4103	19.2739	24.4534	11.161	14.758	242.691	29.1677	78.0736	71.6013	130.328	109.181	104.016	130.216	80.0523	91.771	98.1487	98.8618	96.425	107.781	83.97	107.753	117.132	102.324	121.486	119.763	106.842	102.773	110.586	186.163	133.192	130.601	117.02	264.522	145.831	1006.35	11.5559	31.5075	39.6859	14.5754	685.91	293.865	43.7758	226.75	461.013	959.794	442.116	466	815.411	900.373	447.171	257.381	57.3402	72.9597	20.0777	70.4701	12.0732	284.757	137.655	351.867	246.118	134.243	274.956	138.629	476.666	589.79	437.483	0	0	-618.184	85.6524	666.695	726.64	4283.63	1276.46	756.683	55.7281	410.333	-3851.42
78000	78	2.47095	2.47525	2.47045	24907.2	0.77999	471.404	23.1245	219.649	219.783	263.44	241.513	143.84	197.807	198.09	167.534	175.221	171.515	175.6	166.216	184.485	165.396	169.737	174.697	160.434	204.232	199.971	167.31	154.124	156.686	172.803	184.258	192.4	160.118	210.999	219.487	195.33	216.847	222.784	92.8293	76.3219	17.7034	32.5421	18.9168	18.4022	47.5358	217.774	41.2689	94.8936	84.0563	105.172	110.112	84.3709	161.147	104.605	93.9089	106.142	175.626	113.147	79.5303	103.254	96.2389	115.288	169.135	147.55	110.42	98.1917	89.1884	118.829	217.662	142.587	159.218	134.944	196.494	136.761	1085.77	20.8281	18.5504	28.979	12.5441	712.698	286.342	41.526	249.678	543.956	988.348	466.184	425.239	967.188	906.48	468.358	280.951	52.8233	44.5579	27.6317	86.7841	27.0521	242.807	133.884	448.418	288.845	135.178	264.973	101.719	527.087	609.139	403.845	0	0	-622.981	92.8114	668.556	709.167	4290.58	1280.85	755.367	50.3432	408.005	-3801.66
