step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
20750	20.75	2.45895	2.47525	2.45706	24786.3	0.20749	1047.56	46.7574	196.907	222.54	224.794	183.473	132.549	200.694	188.736	171.351	156.268	187.178	179.75	191.376	180.62	163.358	201.685	189.528	158.532	215.824	160.684	170.88	179.849	147.515	156.864	182.275	195.776	153.829	248.414	227.615	232.397	281.704	208.626	61.2556	127.697	14.0226	13.5781	27.6783	19.7243	16.4401	238.507	18.1495	72.8748	86.5246	116.373	117.944	138.891	133.114	83.141	120.95	97.1582	119.324	109.912	121.464	98.7328	98.3579	101.191	129.66	120.267	104.948	111.332	109.465	104.846	171.305	92.5879	148.64	132.444	154.617	85.8952	965.104	17.1895	29.2054	14.1634	15.6338	714.675	612.175	100.87	212.465	507.046	914.122	426.173	484.948	937.348	875.38	465.414	284.683	38.9471	60.6027	15.8152	69.6911	20.2519	232.6	129.883	394.829	252.098	117.998	293.024	113.471	533.398	1580.97	361.825	0	0	-615.158	67.3776	671.777	174.276	4370.92	1402.33	713.527	4.16803	33.6754	-3692.02
21000	21	2.49005	2.47525	2.49177	25099.7	0.20999	1047.62	52.6808	246.114	294.276	236.391	227.448	144.485	187.343	159.918	189.562	187.098	166.303	187.043	170.222	195.323	209.718	167.453	178.557	149.539	208.171	206.603	187.862	164.093	159.088	164.516	195.431	213.939	208.071	219.349	241.34	215.409	218.226	228.77	79.9503	66.7589	15.4477	23.1688	25.5176	21.2148	14.0353	205.963	20.6251	94.3928	97.9064	101.708	108.594	125.488	178.191	91.5595	102.824	96.4884	121.315	102.822	120.387	89.9677	102.579	105.742	91.8355	121.271	97.1289	97.5171	126.713	101.977	162.622	94.4156	155.34	163.501	193.141	106.198	1075.06	15.5165	18.8575	16.1495	18.7824	751.836	650.293	85.4037	216.89	504.18	933.465	477.631	470.889	868.575	920.917	469.556	253.796	58.5678	36.936	11.9673	88.8521	15.1252	228.865	101.213	362.586	238.992	100.506	258.055	128.297	491.724	1561.33	464.17	0	0	-621.959	89.9238	667.665	181.79	4360.93	1321.24	737.127	4.54952	34.592	-3670.62
21250	21.25	2.52711	2.47525	2.53314	25473.3	0.21249	1041.95	48.8552	185.616	190.704	236.785	247.742	132.897	239.285	185.665	209.975	168.342	128.58	162.511	188.979	176.329	175.205	192.737	171.413	167.499	157.917	185.801	204.577	168.895	149.563	168.705	200.293	186.518	169.568	209.549	210.296	213.354	271.561	228.04	62.429	102.681	23.6091	26.5139	18.3793	15.0235	15.8529	220.599	27.5731	76.2489	106.964	95.4508	126.343	139.154	134.043	92.9294	110.778	101.636	141.281	125.59	110.072	83.4902	101.082	106.48	119.979	127.017	107.48	102.971	112.005	105.923	193.175	108.198	178.851	145.025	146.424	93.4013	1005.77	16.3248	18.8348	16.2553	15.3111	762.748	656.317	81.664	207.827	485.537	864.813	480.644	451.939	929.326	936.592	383.426	271.272	43.7831	65.0964	27.5413	102.71	21.3518	244.079	109.416	441.074	211.061	129.729	196.743	122.462	483.377	1563.77	451.431	0	0	-605.03	78.1791	673.418	181.99	4357.39	1356.62	759.486	3.85276	35.8851	-3705.48
21500	21.5	2.49969	2.47525	2.50253	25196.9	0.21499	1033.75	46.2583	184.752	224.816	249.185	206.58	150.987	177.282	180.966	158.765	154.369	156.051	162.256	192.278	151.631	193.526	171.299	145.711	204.395	171.857	201.843	186.639	140.768	149.2	169.514	183.664	188.734	163.63	213.599	236.069	237.27	205.248	196.042	83.944	117.806	38.29	34.4793	27.7589	21.516	23.8283	181.572	16.8301	98.3148	107.097	110.91	104.634	145.915	135.872	105.009	91.0141	125.497	79.3688	108.104	83.1578	80.9111	94.4676	88.1634	113.486	137.826	120.448	126.723	113.292	88.5774	185.341	99.4355	162.291	118.135	205.608	92.3153	984.399	9.90284	32.114	19.6811	24.5737	755.417	646.906	63.5814	223.928	519.988	972.477	426.917	425.213	789.831	874.377	506.147	298.551	28.3021	59.2284	33.2337	65.6224	34.452	246.027	131.727	340.752	251.449	126.134	232.328	142.092	440.271	1532.66	459.9	0	0	-611.437	112.514	662.162	189.247	4349.83	1354.31	735.948	4.77927	36.1188	-3765.94
21750	21.75	2.47104	2.47525	2.47055	24908.1	0.21749	1025.56	43.1899	243.383	224.897	235.153	238.161	156.692	233.959	175.273	151.238	204.867	174.176	197.591	175.562	132.145	196.515	174.11	161.955	179.174	191.748	168.659	157.344	152.476	148.751	170.649	197.044	219.544	164.158	174.238	230.956	253.447	212.697	220.432	105.001	100.822	30.2777	22.0794	17.9441	13.9923	30.6943	239.862	19.2727	99.5208	63.1474	108.899	95.4797	129.203	147.027	87.9167	102.872	103.211	162.149	88.0735	108.081	75.5877	132.371	96.6582	124.779	107.018	85.4493	119.257	104	94.1946	167.348	114.304	165.848	151.889	174.944	83.3031	988.291	14.3206	24.4059	11.4836	28.666	771.22	629.533	68.5406	201.282	485.38	1004.57	418.838	444.684	879.94	972.89	455.356	271.168	57.5217	53.151	35.8465	99.8895	18.5639	258.77	141.691	369.858	254.391	128.656	243.142	98.3024	496.78	1539.31	424.781	0	0	-600.507	84.6734	679.626	189.846	4335.8	1364.07	759.241	5.04497	35.6801	-3778.33
22000	22	2.53963	2.47525	2.54712	25599.5	0.21999	1023.7	39.2938	233.674	245.067	232.504	239.054	147.408	196.754	174.85	164.86	153.922	178.179	189.138	205.667	177.464	126.087	175.11	191.941	149.85	188.269	168.828	181.282	146.711	170.349	130.114	192.825	180.401	177.584	217.909	203.996	222.509	267.799	221.52	111.231	72.0058	28.9646	23.4921	31.4904	23.4672	15.6376	183.902	21.421	110.055	112.832	124.331	87.6502	145.572	127.174	103.27	84.8398	89.2884	97.5958	90.98	122.039	79.802	105.047	92.565	114.201	94.5571	96.2641	114.926	117.353	102.9	198.064	131.397	173.119	127.097	148.458	77.1816	954.689	10.7921	25.9251	11.2079	15.8933	748.011	608.757	75.3187	212.561	465.41	902.528	384.161	437.613	893.479	979.046	449.984	284.251	36.5239	67.8799	23.8537	72.3382	47.5095	285.39	145.879	358.077	249.299	146.748	254.78	100.137	433.992	1431.38	449.672	0	0	-619.519	55.2289	673.112	196.479	4357.28	1361.98	708.647	4.51059	39.0611	-3752.9
22250	22.25	2.46465	2.47525	2.46342	24843.7	0.22249	1034.94	42.2742	226.795	193.823	221.602	194.765	138.97	173.422	170.427	160.703	144.187	152.176	179.257	185.719	246.582	196.208	187.481	161.675	180.17	189.208	168.431	189.239	172.062	163.45	153.103	194.494	205.072	196.972	230.887	231.712	227.902	179.472	253.471	65.4815	69.0868	32.4685	24.1514	31.2949	19.7244	19.1618	192.416	31.9692	91.0298	127.904	100.533	95.8604	111.645	138.754	109.793	119.609	105.909	118.109	94.2313	106.215	93.4989	114.473	113.285	152.317	100.826	91.7967	84.1484	95.9198	114.74	188.876	121.733	165.186	152.03	196.688	99.8012	975.642	16.9866	17.4974	16.5084	16.5346	668.473	600.393	67.0841	236.003	493.828	922.293	354.386	422.361	855.111	915.497	472.4	281.436	52.8409	62.7327	27.3378	91.301	40.5484	261.225	122.535	394.758	244.62	112.447	207.674	132.158	434.417	1540.81	447.293	0	0	-621.484	88.9554	665.519	207.818	4362.78	1349.5	737.438	5.78994	39.9833	-3771.66
22500	22.5	2.49676	2.47525	2.49926	25167.3	0.22499	1017.71	41.405	259.787	286.13	229.927	258.236	165.537	237.877	158.269	169.681	165.796	181.888	174.439	205.023	177.778	168.958	203.674	173.007	197.667	180.293	181.168	189.986	145.864	168.361	186.228	162.421	178.828	170.597	219.773	273.252	261.723	215.493	241.817	77.2477	101.706	30.6234	21.4159	27.2413	14.7498	15.8261	239.114	17.342	101.148	68.9896	82.2148	136.32	126.476	156.766	87.3783	112.745	110.488	116.144	86.9636	104.466	86.8247	112.588	96.4307	145.67	136.74	108.163	102.468	106.121	90.5401	200.498	97.0256	150.731	128.459	185.873	95.0419	936.355	21.9194	24.4741	17.9036	20.2405	648.373	614.112	76.3269	255.448	592.418	903.991	420.304	421.988	916.148	912.102	434.806	266.815	42.4319	61.1467	24.5282	60.7132	25.6502	257.322	128.523	362.559	249.122	99.8702	268.277	138.323	474.806	1542.96	463.004	0	0	-631.566	76.9906	668.285	212.153	4339.9	1362.49	672.344	5.92844	40.9192	-3792.1
22750	22.75	2.45863	2.47525	2.4567	24783	0.22749	1021.76	41.2132	252.551	170.115	235.833	216.123	187.477	216.286	158.716	188.233	176.875	185.867	167.621	222.712	160.249	178.392	193.445	202.309	182.218	173.711	184.821	194.464	158.206	179.649	166.487	189.826	195.552	200.719	226.538	258.486	258.916	221.498	228.168	112.147	58.3837	15.7503	6.76428	19.7894	28.4867	17.6312	220.46	28.3915	91.6425	97.2223	116.168	110.391	141.199	126.443	113.276	98.1678	83.4463	143.113	130.473	124.618	114.082	105.993	102.214	134.718	117.209	113.02	90.7128	107.364	94.4144	164.542	130.754	154.876	149.18	210.62	102.563	946.536	9.45619	16.1115	16.7794	22.5361	701.025	632.113	68.3692	217.528	419.209	984.885	408.917	394.302	902.992	914.157	465.583	280.102	56.8526	55.1105	29.1062	94.2567	17.5923	250.684	142.234	364.117	239.659	97.4129	254.276	132.611	491.352	1533.91	438.668	0	0	-632.101	55.5532	671.863	221.163	4358.54	1348.98	714.401	6.21856	40.7504	-3800.54
23000	23	2.52111	2.47525	2.52644	25412.7	0.22999	1019.08	41.1132	215.598	231.262	220.214	272.93	153.668	242.432	150.984	140.675	145.906	144.34	198.266	215.216	183.457	160.327	194.983	207.268	174.107	164.213	191.21	184.535	158.834	148.136	152.598	166.859	163.696	195.652	204.221	204.552	247.932	256.465	229.692	76.4979	94.8416	27.4003	16.9077	37.4547	19.9848	20.1385	195.133	37.7588	65.1133	146.005	106.587	99.0342	132.528	142.834	97.8372	119.223	121.605	125.154	111.349	104.653	94.2476	109.599	103.644	111.86	158.607	144.916	115.234	118.082	113.066	167.26	101.759	162.991	157.806	182.268	94.3314	918	20.1692	14.642	11.4691	21.2647	691.968	639.72	73.1042	224.941	533.551	941.746	457.1	421.504	866.802	947.95	475.769	247.338	47.0372	57.4639	33.6093	79.2548	19.8244	256.939	122.883	329.705	229.296	145.444	279.312	122.688	487.901	1586.88	448.948	0	0	-626.08	67.6758	675.802	221.594	4365.17	1362.15	736.822	5.58696	43.257	-3771.43
23250	23.25	2.47072	2.47525	2.47019	24904.8	0.23249	1026.82	32.7992	228.351	228.77	218.838	191.864	135.828	247.113	162.93	175.923	155.465	182.465	179.054	193.219	207.158	180.222	216.309	204.538	176.566	150.079	201.147	201.075	199.186	136.461	160.433	162.59	215.233	196.912	198.031	225.397	219.427	216.962	199.747	120.62	74.6099	19.0828	26.8242	22.7222	33.8176	16.6741	272.098	21.5876	59.0248	87.0806	99.8416	130.436	162.091	159.545	85.6027	100.641	88.6551	118.758	80.7071	86.8798	71.2152	115.553	94.6239	158.751	133.805	99.2977	101.093	103.036	94.4917	170.622	98.5748	155.769	136.15	176.166	91.582	982.916	13.5619	18.4728	11.2901	27.8701	735.761	664.92	84.8471	229.237	515.581	971.205	455.486	451.037	886.874	923.067	438.455	261.133	57.9194	53.8186	25.3023	88.64	30.2933	236.704	133.696	387.453	290.876	136.934	223.057	132.513	520.32	1516.17	386.791	0	0	-629.42	69.6902	649.896	224.966	4354.64	1339.52	704.638	5.86213	40.8975	-3788.08
23500	23.5	2.47425	2.47525	2.47414	24940.5	0.23499	1037.73	42.2265	254.913	212.045	199.033	220.724	149.826	203.148	161.683	184.089	212.54	142.808	198.943	184.193	188.038	166.28	181.62	175.316	137.067	228.11	182.959	193.767	157.206	160.295	179.78	159.903	194.118	191.091	256.239	227.411	226.777	236.941	261.687	82.2352	49.3811	30.4481	27.5095	29.8632	41.464	38.7147	207.855	17.0017	70.6124	112.574	130.83	106.798	137.87	148.937	83.4999	118.674	86.0119	139.838	96.7108	134.139	94.5964	105.579	75.7693	125.14	123.579	92.7936	99.6914	120.12	129.895	201.196	114.163	189.34	161.23	197.17	100.573	962.832	17.0345	19.8216	14.7049	21.1006	713.222	694.083	72.9353	176.959	443.592	954.747	473.429	436.238	957.619	920.608	499.785	215.344	39.548	30.0923	9.73371	86.2383	32.8193	271.551	143.955	331.406	266.938	100.633	216.362	150.394	410.153	1539.48	361.45	0	0	-636.174	71.2153	668.935	221.457	4344.92	1335.14	730.961	6.68552	41.4503	-3745.88
23750	23.75	2.4637	2.47525	2.46236	24834.1	0.23749	1060.36	41.2889	208.885	221.926	229.473	205.115	145.147	212.41	191.683	170.327	197.41	179.028	196.63	185.405	157.919	191.766	200.823	204.228	153.699	160.937	181.077	163.596	150.45	161.206	151.472	167.177	199.728	173.277	193.347	193.889	270.614	201.347	214.498	81.4621	107.816	24.7943	22.9242	18.5691	37.7653	12.2672	238.104	19.0599	93.2299	77.2849	111.779	111.53	123.51	157.382	71.8868	83.253	112.412	117.641	83.0554	89.9005	74.3439	131.082	138.012	142.79	145.258	111.401	80.0083	126.731	88.2505	174.023	92.0677	150.593	173.212	169.606	103.29	997.807	16.4943	25.171	17.0549	22.7442	707.507	676.065	64.2833	291.516	482.239	959.039	419.257	387.229	838.915	965.421	397.971	235.569	54.5406	62.7253	30.6115	63.7992	33.8167	247.229	108.174	357.881	262.075	133.84	208.154	134.728	443.27	1598.53	417.571	0	0	-618.687	63.0401	665.463	230.124	4356.58	1343.48	742.856	6.65129	44.4571	-3734.65
24000	24	2.48297	2.47525	2.48387	25028.4	0.23999	1051.59	42.6915	242.746	231.207	252.412	283.264	172.854	235.505	189.509	164.744	189.572	197.685	209.219	141.512	162.567	181.92	195.814	183.844	156.587	176.863	233.82	172.161	173.163	145.527	175.096	168.599	173.503	160.934	217.148	226.397	293.388	233.839	249.282	91.8458	90.1698	39.817	25.3157	14.8237	32.0498	28.8495	223.413	18.8029	95.1077	106.761	141.818	113.923	111.656	127.556	98.9449	99.9873	84.1999	132.583	112.304	95.1994	65.4958	149.816	78.073	119.195	116.699	94.2566	94.4723	107.74	113.945	157.626	110.608	168.084	163.025	168.077	85.4723	1054.77	13.3773	17.5852	21.4419	22.9689	688.822	701.217	79.3687	199.657	541.976	886.894	464.192	452.677	914.624	887.195	474.946	276.348	46.7857	41.0374	35.0852	76.6187	37.2331	210.111	109.663	401.821	284.974	125.323	224.45	135.541	447.779	1589.15	429.061	0	0	-644.824	31.8872	683.31	225.64	4364.22	1332.92	663.669	6.94147	43.1442	-3713.76
24250	24.25	2.46983	2.47525	2.4692	24895.8	0.24249	1035.55	44.6266	232.385	236.456	217.162	200.819	181.688	139.998	171.421	184.145	168.53	162.923	217.24	180.641	180.859	198.221	211.808	198.901	184.505	195.985	195.05	190.513	163.068	158.342	170.492	215.646	196.752	186.616	242.889	230.636	189.377	295.414	248.984	73.7238	89.1798	26.5437	22.971	16.4372	13.7942	41.2335	165.962	23.7817	134.905	111.912	104.934	115.647	135.6	97.2588	84.6534	102.705	114.984	98.8811	115.187	115.039	114.786	100.679	94.3861	140.501	143.81	122.529	94.9434	106.2	89.5303	173.416	131.061	174.638	139.369	184.512	88.053	935.281	14.1883	38.1274	14.4983	10.8371	707.8	737.831	74.0503	240.796	487.302	925.218	460.789	406.767	896.777	977.391	474.534	262.513	60.2516	51.0249	32.1056	69.4521	30.7324	253.307	139.265	347.173	249.461	114.703	279.313	121.654	527.051	1642.37	490.891	0	0	-625.589	59.7503	670.397	236.813	4357.29	1347.41	735.496	5.86381	46.7544	-3710.09
24500	24.5	2.46511	2.47525	2.46393	24848.3	0.24499	1011.25	43.649	218.954	211.577	202.763	252.477	167.609	209.579	176.902	156.967	146.107	151.87	178.605	150.586	161.321	203.289	169.769	197.388	152.593	179.99	191.173	208.599	166.07	184.663	153.456	191.294	195.455	229.58	245.894	220.51	231.501	216.856	226.114	87.0537	103.286	27.9042	14.7749	16.5326	23.5274	13.3789	261.023	11.9325	57.2506	82.5368	118.851	120.57	117.571	128.279	97.8898	102.661	64.165	141.837	107.529	110.255	99.0334	111.687	105.226	109.175	193.599	83.7916	103.023	104.904	97.1217	176.864	113.423	198.477	138.275	190.003	102.111	1023.53	17.5149	23.3775	19.9094	27.9566	706.341	735.892	58.5541	212.11	434.082	997.252	478.693	453.545	887.935	944.221	396.375	315.59	57.4766	59.6394	25.3019	81.1307	13.8171	245.572	136.787	335.472	250.41	120.786	259.805	96.4156	499.266	1594.78	455.453	0	0	-636.858	68.48	669.502	234.306	4356.23	1316.22	726.073	6.29817	46.5455	-3703.05
24750	24.75	2.51419	2.47525	2.51872	25343	0.24749	1015.99	46.094	320.231	235.344	197.98	235.012	164.899	186.428	169.959	152.385	159.684	144.061	166.203	191.635	242.586	167.594	198.318	154.361	184.929	188.94	191.871	198.931	167.029	169.022	148.733	151.623	222.92	163.443	203.758	207.292	247.276	249.797	201.637	114.687	68.6927	32.5735	37.5427	20.2369	20.909	23.0813	208.281	37.2608	103.276	101.364	124.421	106.981	115.721	167.02	105.23	116.876	108.828	141.2	130.974	86.0916	92.203	70.0505	110.65	120.355	170.518	103.934	95.3163	117.715	106.11	184.888	126.373	172.794	132.261	197.575	109.281	1083.61	15.7672	21.0132	17.223	21.2044	702.777	675.725	56.5374	221.67	509.528	928.807	413.481	397.895	828.745	896.921	431.397	242.413	46.1035	39.9355	29.7085	78.9626	20.6055	199.458	145.581	404.841	216.254	115.334	280.432	103.503	502.603	1569.29	360.179	0	0	-638.345	78.3927	663.165	249.105	4329.05	1320.55	709.276	5.77617	50.7416	-3614.97
25000	25	2.48505	2.47525	2.48618	25049.3	0.24999	1008.1	47.2643	219.901	215.859	228.59	213.72	168.788	190.806	155.614	176.196	170.651	164.397	176.943	164.241	179.046	169.82	215.659	174.086	148.656	169.995	145.46	198.275	151.216	142.775	180.295	185.714	215.785	193.851	212.312	241.858	217.743	229.139	240.495	100.497	59.4956	23.1498	24.4896	23.7722	19.5962	31.5762	216.62	32.1589	84.3623	90.9769	92.0003	176.135	137.229	129.809	107.019	99.8994	104.142	109.696	113.972	146.454	87.5136	99.9676	107.183	131.396	127.751	80.3253	100.802	107.762	108.724	191.093	120.285	148.293	144.007	168.804	99.1498	984.914	9.17252	20.2987	20.322	21.8135	706.445	654.791	70.0681	290.247	487.235	953.048	412.772	458.827	853.308	1040.68	448.813	208.014	30.4226	50.8002	20.6497	88.5725	24.7505	227.599	116.035	332.935	244.736	107.494	239.073	171.342	450.799	1583.49	460.112	0	0	-629.789	92.2035	653.77	260.74	4359.49	1359.52	763.954	5.79315	50.05	-3623.3
25250	25.25	2.45843	2.47525	2.45648	24781	0.25249	1020.86	47.9585	197.653	286.838	195.368	252.983	150.597	206.366	188.914	211.789	182.037	153.401	202.253	153.285	169.91	139.762	187.409	178.148	190.488	170.886	173.401	165.513	161.078	150.557	186.664	190.303	205.465	186.524	243.561	210.938	208.783	190.466	209.998	94.9506	90.7875	18.5566	21.6029	24.1648	12.6949	20.0714	189.409	15.0254	121.448	94.1821	95.991	129.413	141.712	178.793	94.6743	74.9545	112.933	123.902	105.297	102.666	106.627	125.25	113.453	143.821	140.999	101.025	120.262	95.435	98.0246	187.073	106.522	183.035	156.597	183.809	108.317	968.413	24.2878	16.1012	8.25055	20.9433	732.992	639.225	73.3507	237.13	486.788	926.759	424.036	443.759	856.565	938.438	424.02	324.906	46.3448	50.6111	33.0147	62.2003	17.117	256.68	131.467	394.649	249.094	101.783	265.764	128.307	486.738	1563.36	428.447	0	0	-631.244	77.5605	669.267	250.649	4354.06	1350.92	718.377	7.47982	47.5005	-3637.7
25500	25.5	2.46805	2.47525	2.46721	24877.9	0.25499	1012.66	47.9751	249.284	220.754	228.698	245.265	148.743	201.92	145.236	161.911	170.098	174.724	192.202	202.932	211.802	166.96	133.137	199.067	200.171	187.054	181.392	199.805	165.901	148.438	148.61	159.366	217.139	189.683	221.781	176.267	226.099	221.991	210.091	133.905	61.5378	15.8219	38.895	8.62103	36.7908	29.0642	195.16	21.4345	106.755	96.12	133.636	105.421	129.868	136.362	112.233	119.172	102.883	122.71	126.703	99.21	86.0912	91.0946	112.989	113.597	111.187	113.1	92.3167	115.14	130.63	179.599	94.0293	188.566	156.656	196.94	101.002	985.297	10.4549	21.0979	17.7556	33.6313	715.438	635.95	77.7393	270.608	518.943	881.264	432.382	416.335	829.763	948.515	434.837	203.258	52.562	54.1818	17.4404	74.2516	13.0004	247.376	106.001	331.464	229.036	143.579	231.788	101.832	482.502	1549.98	476.277	0	0	-632.335	92.5769	668.111	256.34	4352.94	1364.23	725.679	6.98039	52.7804	-3672.16
25750	25.75	2.49274	2.47525	2.49477	25126.8	0.25749	1008.36	46.1531	245.608	188.321	232.21	219.878	129.429	208.087	175.341	192.398	142.452	150.089	200.551	188.159	235.45	172.378	158.745	176.906	164.871	184.93	200.694	211.796	157.456	127.102	143.762	181.865	176.507	157.223	251.118	214.638	218.446	225.907	208.688	97.2532	77.7995	31.5884	31.386	28.8209	22.3644	16.1071	207.113	16.8588	99.4542	108.082	91.8852	111.749	152.567	147.588	88.3266	106.695	115.529	111.532	121.774	92.8755	85.6157	94.8985	71.4745	114.745	130.591	79.5	91.0061	85.0222	137.597	180.887	109.951	181.487	173.73	217.302	110.962	896.514	12.2273	20.6381	10.927	15.3087	711.22	636.178	85.6411	241.054	461.518	903.058	453.526	514.038	860.541	980.8	445.647	270.609	42.769	38.8678	31.3667	75.0832	37.3072	242.731	117.432	422.849	242.241	107.63	224.191	114.277	458.807	1555.2	484.565	0	0	-620.937	83.7501	657.799	256.167	4327.39	1366.45	776.69	8.31958	54.3277	-3644.86
26000	26	2.50622	2.47525	2.50982	25262.7	0.25999	1018.17	46.0404	272.819	239.98	215.202	227.031	166.546	220.649	187.406	168.213	156.922	186.674	188.164	172.755	171.036	194.134	177.457	170.532	138.198	212.936	188.004	194.654	159.424	138.075	155.326	160.234	197.675	188.932	185.26	227.382	225.423	239.703	220.068	101.621	76.3669	39.34	27.1093	25.7906	23.3912	48.6981	203.577	29.5933	90.4125	96.6281	144.391	95.1644	112.233	142.861	104.006	108.735	131.577	120.003	106.652	110.265	109.433	108.793	104.064	127.313	171.051	114.325	130.657	108.509	94.8123	183.883	110.426	188.181	162.564	221.583	113.804	965.196	11.2074	17.4307	15.1575	17.8603	728.976	645.885	74.533	222.377	514.214	937.546	440.807	479.366	849.205	879.535	429.037	275.045	58.7971	43.6543	26.5624	62.6169	14.3366	262.687	117.867	398.714	227.019	141.497	218.163	154.492	464.529	1526.56	428.971	0	0	-617.311	83.4862	675.78	261.718	4325.92	1331.39	690.924	7.08368	51.0172	-3759.3
26250	26.25	2.52994	2.47525	2.5363	25501.8	0.26249	1013.8	39.091	247.348	231.146	192.18	222.59	150.043	201.062	152.059	142.565	189.893	157.991	200.056	179.976	184.67	175.75	186.985	154.867	176.781	175.941	204.294	182.525	162.678	187.846	168.266	182.505	182.109	183.909	207.666	266.975	228.055	202.207	243.019	78.5338	76.2517	9.76804	33.8346	30.1071	13.8635	29.2598	264.545	35.4193	48.4193	106.381	146.874	94.4028	144.593	149.179	90.8172	104.673	114.006	135.401	87.382	102.994	75.1599	103.263	119.985	146.598	101.994	103.118	109.2	102.749	119.503	219.593	109.464	166.879	152.594	154.999	99.6219	930.986	19.5696	17.3196	10.0317	15.373	792.672	634.325	73.5993	201.342	511.493	947.883	403.491	424.369	915.82	929.548	440.259	251.881	29.9098	51.5541	19.4618	73.2064	30.793	243.292	102.782	386.142	244.573	127.243	253.793	186.817	486.034	1495.69	405.799	0	0	-614.147	56.6818	674.863	288.538	4344.89	1335.13	736.855	7.39833	54.821	-3746.7
26500	26.5	2.50563	2.47525	2.50916	25256.7	0.26499	1013.23	40.6248	218.588	241.535	240.527	213.881	172.092	224.888	189.068	144.327	144.578	156.89	172.308	189.512	230.457	164.745	158.862	126.445	140.969	208.543	178.093	186.592	171.649	180.064	194.065	170.409	188.857	155.343	250.131	244.886	233.206	252.43	200.276	97.3743	84.9222	27.941	23.4177	33.1888	29.3149	25.6921	196.41	18.8828	142.289	88.1278	123.666	112.574	135.448	117.654	71.3243	87.2586	107.226	113.659	105.543	102.572	105.862	111.973	115.255	129.358	123.051	104.085	117.046	131.033	104.059	222.883	98.6683	158.625	135.189	199.765	108.913	994.99	21.6574	36.3316	16.8192	15.8999	774.488	630.141	74.5272	227.202	517.73	963.494	429.115	443.676	901.923	963.727	437.699	257.917	40.9842	38.5882	23.4591	61.9162	27.88	317.074	129.639	365.845	223.291	153.167	243.266	148.113	472.214	1443.52	454.748	0	0	-612.292	68.073	676.615	294.895	4328.35	1342.01	779.472	7.41563	58.238	-3727.41
26750	26.75	2.49247	2.47525	2.49447	25124.1	0.26749	1013.15	43.8994	234.716	221.738	222.394	202.273	172.059	196.256	190.579	159.165	185.646	165.954	207.086	189.249	186.043	185.593	175.398	165.817	167.389	155.475	191.281	197.74	172.11	143.534	179.785	191.951	206.059	205.365	236.834	237.953	203.608	253.588	241.921	112.462	51.9411	26.6548	9.53935	24.8427	21.7051	24.4123	227.533	22.6483	96.6976	73.7156	137.118	135.348	131.907	122.509	88.1028	75.1281	119.349	110.366	102.158	132.274	94.0783	108.323	95.7929	106.035	157.596	100.09	89.9549	105.326	116.829	199.733	104.854	185.451	147.7	175.69	117.09	917.204	14.858	30.2021	11.6632	9.09919	779.535	573.777	73.4525	239.068	505.398	890.154	433.37	454.249	858.767	911.183	474.345	310.799	35.8662	41.8945	12.3662	86.0557	26.5905	212.453	116.091	407.35	259.663	138.301	302.957	144.115	453.289	1513.03	407.921	0	0	-629.001	108.272	663.886	293.52	4323.55	1336.41	777.935	7.32211	55.7373	-3766.23
